country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Netherlands,46,Doutzen Kroes,http://www.wikidata.org/entity/Q108289,wd:Q108289,3760457,Dutch fashion model,"Doutzen Kroes (West Frisian: [ˈdɔu̯tsə(ŋ) ˈkrus], Dutch: [ˈdʌutsə(ŋ)]; born 23 January 1985) is a Dutch supermodel and actress. She began her modelling career in 2003, in the Netherlands and was quickly sent by her agency to New York where she was cast by lingerie brand Victoria’s Secret. She was a Victoria's Secret Angel from 2008 until 2014, making her the second Dutch Victoria's Secret angel after Karen Mulder. She has been a brand ambassador for L'Oréal Paris since 2006. Kroes has been one of the highest-paid models, with an estimated income of more than $5 million per year, since 2008. In 2014, she came in second on the Forbes top-earning models list, estimated to have earned $8 million in one year. As of December 2015, she was ranked as one of the ""New Supers"" in the fashion industry and dubbed ""Helen of Troy of advertising"" by Models.com. In 2013, she became the first model to land four different solo international covers of Vogue's September issue in a single year.Her film debut was in Nova Zembla (2011).",https://en.wikipedia.org/wiki/Doutzen_Kroes
New Zealand,20,Rachel Hunter,http://www.wikidata.org/entity/Q259993,wd:Q259993,640889,New Zealand model and actress,"Rachel Hunter (born 8 September 1969) is a New Zealand model, actress and the host of Imagination Television's Rachel Hunter's Tour of Beauty. She has appeared on several magazine covers, including Vogue, Elle, Rolling Stone, Sports Illustrated, Playboy, Cosmopolitan and  Harper's Bazaar. She has been on the cover of the Sports Illustrated Swimsuit Issue twice; in 1994 (alongside Kathy Ireland and Elle Macpherson) and in 2006 (alongside six other models).",https://en.wikipedia.org/wiki/Rachel_Hunter
Nicaragua,30,Barbara Carrera,http://www.wikidata.org/entity/Q235294,wd:Q235294,1644360,Nicaraguan-American model and actress,"Barbara Carrera (née Kingsbury) is a Nicaraguan-American model and actress. She is known for her roles as SPECTRE assassin Fatima Blush in Never Say Never Again, as Maria in The Island of Dr. Moreau, and as Angelica Nero on the soap opera Dallas.",https://en.wikipedia.org/wiki/Barbara_Carrera
Niger,7,Alphadi,http://www.wikidata.org/entity/Q503927,wd:Q503927,9331503,African fashion designer,"Alphadi (born Sidahmed Seidnaly 1 June 1957) is a notable Nigerien fashion designer often known as the ""Magician of the Desert"". He is Tuareg, from an upper caste lineage, on both his parents sides. Alphadi was born in Timbuktu, Mali, but moved to his parents native Niger at a young age.Alphadi studied at Cardon Savard Studios in Paris, started his label in 1984, and his first haute couture line was released in 1985 at the Paris International Tourism Tradeshow. His line has since extended into sportswear and perfume. The Alphadi line, which has 'Complexe Alphadi' boutiques in Niamey (on Rue Vox), Ivory Coast and Paris
In 1998 Alphadi was the one of the three African fashion designers to win the Principal Prince Claus Award; the other two were Tetteh Adzedu from Ghana and Oumou Sy.In 1998, he created the first FIMA, the International Festival of African Fashion which was located in Niger. This event allowed African designers to come together with other international designers such as Yves Saint Laurent, Kenzo, Jean Paul Gaultier and Paco Rabanne. Since then, the event has been going on every 2 years. In 2007, he launched a new contest during the FIMA and Hip Hop FIMA Contest.
Alphadi maintains production facilities in Niamey and Morocco, and splits his time between homes in Niamey and Paris. He is married, a father of six children.",https://en.wikipedia.org/wiki/Alphadi
Nigeria,25,Agbani Darego,http://www.wikidata.org/entity/Q289438,wd:Q289438,989284,"Miss World 2001, Most Beautiful Girl in Nigeria 2001 and Top 10 at Miss Universe 2001","Chief Ibiagbanidokibubo Asenite 'Agbani' Darego, MFR (born 22 December 1982) is a Nigerian model and beauty queen who was crowned Miss World in 2001. She was the first Indigenous African to win Miss World.",https://en.wikipedia.org/wiki/Agbani_Darego
North Macedonia,19,Katarina Ivanovska,http://www.wikidata.org/entity/Q32196,wd:Q32196,9122283,Macedonian model and actress,"Katarina Ivanovska (Macedonian: Катарина Ивановска; born 18 August 1988) is a Macedonian model and actress. She began her modeling career in 2004, appearing at Milan Fashion Week after winning the Look Models International model search in Macedonia. In December, 2004, she appeared in a pictorial for Elle magazine and has also appeared in Citizen K, Stiletto and the Italian and Russian Vogue. She has been featured on the covers of Diva and Máxima magazines and in advertisements for D&G in 2006. She is considered the most successful Macedonian model. In 2010, Ivanovska appeared in Serbian Elle magazine. In 2011 she signed a contract for advertising Victoria's Secret products.",https://en.wikipedia.org/wiki/Katarina_Ivanovska
Norway,23,Kristine Froseth,http://www.wikidata.org/entity/Q38238309,wd:Q38238309,55101767,Norwegian-American model and actress,Kristine Froseth (Norwegian: Frøseth; born 21 September 1996) is an American and Norwegian actress and model. She is known for playing Kelly Aldrich in the Netflix series The Society and Alaska Young in the Hulu series Looking for Alaska.,https://en.wikipedia.org/wiki/Kristine_Froseth
Oman,1,Indrani Dasgupta,http://www.wikidata.org/entity/Q16206919,wd:Q16206919,41383877,Indian model and television presenter,"Indrani Dasgupta  is an Indian model and television presenter. She has worked on advertising campaigns for brands like Reebok, Lakmé and Allen Solly.",https://en.wikipedia.org/wiki/Indrani_Dasgupta
Pakistan,28,Qandeel Baloch,http://www.wikidata.org/entity/Q23664715,wd:Q23664715,49846280,"Pakistani model, actress, feminist activist and social media celebrity","Fouzia Azeem (Urdu: فوزیہ عظیم; 1 March 1990 – 15 July 2016), known by her stage name Qandeel Baloch (Urdu: قندیل بلوچ), was a Pakistani model, actress, social media celebrity and activist. She was the country's first social media celebrity. Azeem rose to prominence due to her videos on social networks discussing her daily routine, her rights as a Pakistani woman, and various controversial issues.Baloch first received recognition from the media in 2013, when she auditioned for Pakistan Idol; her audition became popular and she became an Internet celebrity. She was one of the top 10 most searched for persons on the internet in Pakistan and both celebrated and criticised for the content of her videos and posts.During the evening of 15 July 2016, Qandeel was strangled to death while she slept in her parents' house in Multan. Her brother Waseem Azeem confessed to the murder saying she was ""bringing disrepute"" to the ""family's honour"".",https://en.wikipedia.org/wiki/Qandeel_Baloch
Panama,21,Justine Pasek,http://www.wikidata.org/entity/Q2273546,wd:Q2273546,845319,Miss Panamá 2001 and Miss Universe 2002,"Yostin Lissette ""Justine"" Pasek Patiño (born 27 August 1979) is a Polish-Panamanian model, philanthropist and beauty queen who was crowned Miss Universe 2002. Originally the first runner-up at the Miss Universe 2002 competition, Pasek became the first ever runner-up to be crowned the winner after the dethronement of original winner Oxana Fedorova.",https://en.wikipedia.org/wiki/Justine_Pasek
Paraguay,28,Larissa Riquelme,http://www.wikidata.org/entity/Q153040,wd:Q153040,27925374,Paraguayan model,Larissa Mabel Riquelme Frutos (born 22 February 1985) is a Paraguayan  model and actress from Asunción. She is one of the highest-paid models in Paraguay.,https://en.wikipedia.org/wiki/Larissa_Riquelme
People's Republic of China,27,Liu Wen,http://www.wikidata.org/entity/Q714343,wd:Q714343,23444125,Chinese model,"Liu Wen (simplified Chinese: 刘雯; traditional Chinese: 劉雯; pinyin: Liú Wén; born 27 January 1988) is a Chinese model. In 2012, The New York Times dubbed her ""China’s first bona fide supermodel"".  She was the first Chinese model to walk the Victoria's Secret Fashion Show, the first East Asian spokesmodel for Estée Lauder cosmetics, and the first Asian model to ever make Forbes magazine's annual highest-paid models list. In 2017, Liu became the second Chinese model to ever appear on the cover of American Vogue, and the first to be featured on the front cover rather than foldout. She landed on the cover a second time in American Vogue's April 2020 issue, becoming the first person of Chinese descent to appear twice. She is currently represented by The Society Management and is based in New York City.",https://en.wikipedia.org/wiki/Liu_Wen_(model)
Peru,15,Gladys Zender,http://www.wikidata.org/entity/Q2543056,wd:Q2543056,836202,Peruvian model,"Gladys Rosa Zender de Meier (née Zender Urbina;  born October 19, 1939) is a Peruvian model and beauty queen who became the first Latin American to win the Miss Universe title. She was crowned Miss Peru Universe 1957 by Miss Peru Universe 1956, Lola Sabogal Morzán.",https://en.wikipedia.org/wiki/Gladys_Zender
Philippines,28,Catriona Gray,http://www.wikidata.org/entity/Q27107016,wd:Q27107016,51838666,Miss Universe 2018 from the Philippines,"Catriona Elisa Magnayon Gray (born January 6, 1994) is a Filipino-Australian model, singer, beauty queen, television personality, youth advocate, and arts ambassador best known for having been crowned Miss Universe 2018. She is the fourth Filipina to win the Miss Universe competition. Previously, Gray was crowned Miss Universe Philippines 2018 and Miss World Philippines 2016.

",https://en.wikipedia.org/wiki/Catriona_Gray
Poland,37,Izabella Scorupco,http://www.wikidata.org/entity/Q230055,wd:Q230055,14575,"Polish-Swedish model, actress and singer","Izabella Scorupco (born Izabela Dorota Skorupko; 4 June 1970) is a Polish-born Swedish-American actress, singer and model. She is best known for having played Bond girl Natalya Simonova in the 1995 James Bond film GoldenEye. She is also known for her cover of the Shirley & Company song ""Shame, Shame, Shame"" which was released in 1992 and became a European hit.

",https://en.wikipedia.org/wiki/Izabella_Scorupco
Portugal,24,Sara Sampaio,http://www.wikidata.org/entity/Q10368401,wd:Q10368401,39231024,Portuguese model and actress,"Sara Pinto Sampaio  (born 21 July 1991) is a Portuguese supermodel. She is best known for being a Victoria's Secret Angel, Giorgio Armani beauty ambassador and working for Calzedonia, as well as her appearance in the 2014 Sports Illustrated Swimsuit Issue, a first for a Portuguese model.
She was named Best Female Model at the Globos de Ouro (Portuguese Golden Globes) in 2011, 2012, 2014, 2015, and 2016. In 2019 she was the winner for Fashion Personality of the Year.",https://en.wikipedia.org/wiki/Sara_Sampaio
Qatar,11,Venus Raj,http://www.wikidata.org/entity/Q734362,wd:Q734362,17435434,Filipino model,"Maria Venus Bayonito Raj (born July 7, 1988) is a Filipino-Indian actress, model and beauty pageant titleholder who was crowned Binibining Pilipinas Universe 2010. She represented the Philippines at the Miss Universe 2010 pageant and placed 4th Runner-Up.After her title, Raj placed as the fourth runner-up in 59th Miss Universe pageant where she popularized her fumbled answer ""Major Major"".",https://en.wikipedia.org/wiki/Venus_Raj
Republic of Ireland,27,Rosanna Davison,http://www.wikidata.org/entity/Q24591,wd:Q24591,646087,"Irish model, beauty pageant contestant and activist, winner of the Miss Ireland 2003 and Miss World 2003 titles","Rosanna Diane Davison (born 17 April 1984) is an Irish actress, singer, writer, model and beauty queen who was crowned Miss World 2003. She is the daughter of musician Chris de Burgh, and the song ""For Rosanna"" was written by her father for his 1986 album, Into the Light in her honour.",https://en.wikipedia.org/wiki/Rosanna_Davison
Romania,13,Irina Lăzăreanu,http://www.wikidata.org/entity/Q271456,wd:Q271456,5755980,Canadian model,"Irina Lăzăreanu (Romanian pronunciation: [iˈrina ləzəˈre̯anu]; born 8 June 1982) is a Canadian model and folk singer. She has appeared on hundreds of magazine covers and walked countless runway shows, been an ambassador for Chanel and a muse to designers Karl Lagerfeld and Nicolas Ghesquière. As a musician, she is closely associated with Pete Doherty. Her debut album Some Place Along the Way was produced by Sean Lennon. In 2019 she started writing her book, Runway Bird published by Flammarion set for release in 2022.",https://en.wikipedia.org/wiki/Irina_L%C4%83z%C4%83reanu
Russia,48,Natalia Vodianova,http://www.wikidata.org/entity/Q232754,wd:Q232754,1797921,Russian model,"Natalia Mikhailovna Vodianova (Russian: Наталья Михайловна Водянова, IPA: [nɐˈtalʲjə mʲɪˈxajləvnə vədʲɪˈnovə]; born 28 February 1982), nicknamed Supernova, is a Russian model and United Nations Goodwill Ambassador.
In 2012, she came in third on the Forbes top-earning models list, estimated to have earned $8.6 million in one year. Vodianova is currently ranked by models.com as one of the New Supers in the fashion industry.Vodianova is the founder of the Naked Heart Foundation, a philanthropic organization committed to helping children with special needs and their families.In 2010, Vodianova was awarded by Harper's Bazaar as Inspiration of the Year. In 2014 Glamour recognized her as Woman of the Year and awarded her its The Voice for Children award.Vodianova is a mother of 5. She is also a member of the Special Olympics International Board of Directors. In 2021, the United Nations Population Fund (UNFPA) appointed her as a Goodwill Ambassador for the sexual and reproductive health agency.",https://en.wikipedia.org/wiki/Natalia_Vodianova
Rwanda,6,Alexia Mupende,http://www.wikidata.org/entity/Q60546231,wd:Q60546231,59631096,"Rwandese model, actress and fitness expert - murdered 2019","Alexia Uwera Mupende (17 November 1984 – 8 January 2019) was a Rwandan model, actress and fitness expert, who at the time of her death, was the General Manager at Waka Fitness, in Kigali, the capital city of Rwanda.",https://en.wikipedia.org/wiki/Alexia_Mupende
Saint Lucia,4,Joy-Ann Biscette,http://www.wikidata.org/entity/Q3810655,wd:Q3810655,20359173,Saint Lucian model,"Joy-Ann Biscette is a beauty queen that has represented St. Lucia at several regional and international pageants from 2005 to 2013.
After winning a local pageant in St. Lucia in 2005, she represented the country at Miss World 2008 in South Africa and Miss Jamzone 2010 held in Guyana  where she was first runner up.  Having worked in the sales and service sector of the tourism industry and as an associate degree holder from Arthur Lewis Community College she entered the Miss St Lucia Universe pageant and won.   As Miss St. Lucia Universe, she went to Miss Universe 2011 held in São Paulo, Brazil.  In 2013 she also participated as Miss St. Lucia in the Caribbean Miss World pageant, placing as the 3rd runner up.",https://en.wikipedia.org/wiki/Joy-Ann_Biscette
Saint Vincent and the Grenadines,4,Nicosia Lawson,http://www.wikidata.org/entity/Q3876605,wd:Q3876605,20312624,Caymanian model,Nicosia Lawson is a beauty queen who represented the Cayman Islands in both Miss World 2008 and Miss Universe 2009. She previously placed 2nd runner-up in the 2000 Miss Teen Cayman Islands competition.,https://en.wikipedia.org/wiki/Nicosia_Lawson
Saudi Arabia,9,Maureen Wroblewitz,http://www.wikidata.org/entity/Q29971609,wd:Q29971609,54218663,Filipino-German fashion model,"Maureen Christa Pojas Wroblewitz (born June 22, 1998), also known as Maureen Wrob, is a Filipino actress, beauty queen, and model best known for winning the fifth season of Asia's Next Top Model. She represented the Philippines in the competition and became the first Filipina to win.",https://en.wikipedia.org/wiki/Maureen_Wroblewitz
Senegal,13,Adama Ndiaye,http://www.wikidata.org/entity/Q4680087,wd:Q4680087,36280004,Senegalese fashion designer,"Adama Amanda Ndiaye is a Senegalese fashion designer. She also goes by the name Adama Paris, which is also the name of the label she owns and operates. Her pieces, which are manufactured in Morocco, can be found internationally, including in New York City, Tokyo, London and Paris. She is credited with starting Black Fashion Week.",https://en.wikipedia.org/wiki/Adama_Ndiaye
Serbia,8,Nina Seničar,http://www.wikidata.org/entity/Q3877060,wd:Q3877060,28768857,Serbian model,"Nina Seničar (born 11 November 1985) is a Serbian actress and model based in Los Angeles. She has appeared in several Hollywood movies, such as Papillon (2017) and Mayhem (2017), as well as numerous Italian film and television productions.",https://en.wikipedia.org/wiki/Nina_Seni%C4%8Dar
Seychelles,2,Christine Barbier,http://www.wikidata.org/entity/Q26252450,wd:Q26252450,51293309,Seychellois model and beauty pageant title holder,Christine Barbier (born 1992) is a Seychellois model and beauty pageant title holder who was crowned winner of Miss Seychelles 2016.,https://en.wikipedia.org/wiki/Christine_Barbier
Sierra Leone,3,Fatmata Turay,http://www.wikidata.org/entity/Q5437918,wd:Q5437918,14940361,Sirra Leone model,"Fatmata B. Turay, (born in 1987 in Freetown) is Sierra Leonean beauty queen who represented her country at Miss World 2007 in Sanya, China.  She studied medicine.",https://en.wikipedia.org/wiki/Fatmata_Turay
Singapore,7,Bonny Hicks,http://www.wikidata.org/entity/Q4942499,wd:Q4942499,2540469,Singaporean model,"Bonny Susan Hicks (5 January 1968 – 19 December 1997) was a Singaporean model and writer. After garnering local fame as a model, she gained worldwide recognition for her contributions to Singaporean post-colonial literature and the anthropic philosophy conveyed in her works. Her first book, Excuse Me, Are You A Model?, is recognised as a significant milestone in the literary and cultural history of Singapore. Hicks later published a second book, Discuss Disgust, and many shorter pieces in press outlets, including a short-lived opinion column in a major Singaporean daily that was pulled due to public dissent from Singaporean traditionalists.
Hicks died at age 29 on 19 December 1997 aboard SilkAir Flight 185 when it crashed into the Musi River on the Indonesian island of Sumatra. The U.S.'s National Transportation Safety Board (NTSB) expressed high confidence that the crash was an act of suicide and mass murder by the troubled Singaporean pilot, a colleague of Hicks' ex-husband. All 104 passengers and all crew perished.
After Hicks' death, numerous publications including the book Heaven Can Wait: Conversations with Bonny Hicks by Tal Ben-Shahar featured her life and thought. Although she was deemed controversial by many during her lifetime because of her willingness to openly discuss human sexuality, Singaporean literary scholars today deem Hicks' voice as a pivotally important one for interpreting contemporary Singaporean society.
Hicks' legacy today is one of an important transitional social figure between old and new Singapore during its period of broad-scale societal changes under the forces of globalisation. Her death resulted in the loss of a Singaporean national voice that was both growing and important yet internally conflicted while confrontive. Criticisms by Singaporean traditionalists during her modelling and authoring careers continually vexed Hicks' conscience and drove her to re-evaluate her life. Hicks ultimately made a sustained series of traditionalist choices during the latter years of her life.",https://en.wikipedia.org/wiki/Bonny_Hicks
Slovakia,42,Karolína Kurková,http://www.wikidata.org/entity/Q152461,wd:Q152461,1739066,Czech model,"Karolína Kurková (Czech pronunciation: [ˈkaroliːna ˈkurkovaː]; born 28 February 1984) is a Czech-American model and actress, best known as a former Victoria's Secret Angel and Vogue cover star. Mario Testino praised the ""proportions of her body and her face, as well as her energy level"", which he said ""ma[de] her a model who could fit almost into any moment"". Vogue editor Anna Wintour called her the ""next supermodel"".In 2007, Kurková was among the world's top-earning models, having earned an estimated $5 million. She placed 6th in the Forbes annual list of the highest-earning models that same year.",https://en.wikipedia.org/wiki/Karol%C3%ADna_Kurkov%C3%A1
Slovenia,4,Tina Zajc,http://www.wikidata.org/entity/Q3529139,wd:Q3529139,19286572,Slovenian model,"Tina Zajc (born 1983 in Ljubljana) won the Slovenia national beauty contest, Miss Slovenia 2003, in 2003 and attended the Miss World 2003 competition. At the time, she was a 19-year-old geology student, studying earthquakes and volcanos. She also had a modelling and acting career, and had recorded a song. As the winner of Miss Slovenia 2003, she won a Peugeot 206 car, a ring, a set of Samsonite suitcases, and an all-expense trip to the Miss World competition held in China in December 2003. She liked crime novels, horror films and comedy, and spoke English and German, and Croat.",https://en.wikipedia.org/wiki/Tina_Zajc
Slovenia,4,Urška Bračko,http://www.wikidata.org/entity/Q18357487,wd:Q18357487,44188744,Slovene model,error,error
Somalia,49,Waris Dirie,http://www.wikidata.org/entity/Q78644,wd:Q78644,595763,"Somali model, author, actress, activist","Waris Dirie (Somali: Waris Diiriye) (born in 1965) is a Somali model, author, actress and human rights activist in the fight against Female Genital Mutilation (FGM). From 1997 to 2003, she was a UN special ambassador against female genital mutilation. In 2002 she founded her own organization in Vienna, the Desert Flower Foundation.",https://en.wikipedia.org/wiki/Waris_Dirie
South Africa,46,Candice Swanepoel,http://www.wikidata.org/entity/Q233981,wd:Q233981,14536815,South African supermodel,"Candice Susan Swanepoel (; Afrikaans: [svanɛˈpul]; born 20 October 1988) is a South African model and philanthropist. She is known for her work with Victoria's Secret. She became a Victoria's Secret Angel in 2010 and is still contracted with the brand. In 2016, she was listed 8th on the Forbes top-earning models list.",https://en.wikipedia.org/wiki/Candice_Swanepoel
South Korea,38,Lee Jong-suk,http://www.wikidata.org/entity/Q486582,wd:Q486582,33148192,South Korean model and actor,"Lee Jong-suk (Korean: 이종석, born September 14, 1989) is a South Korean actor and model. He debuted in 2005 as a runway model, becoming the youngest male model ever to participate in Seoul Fashion Week. Lee's breakthrough role was in School 2013 (2012). He is also well known for his roles in I Can Hear Your Voice (2013), Doctor Stranger (2014), Pinocchio (2014), W (2016), While You Were Sleeping (2017), The Hymn of Death (2018) and Romance Is a Bonus Book (2019).",https://en.wikipedia.org/wiki/Lee_Jong-suk
South Sudan,30,Alek Wek,http://www.wikidata.org/entity/Q239508,wd:Q239508,595750,South Sudanese-British model and designer,"Alek Wek (born 16 April 1977) is a South Sudanese-British model and designer who began her fashion career at the age of 18 in 1995. She has been hailed for her influence on the perception of beauty in the fashion industry. She is from the Dinka ethnic group in South Sudan, but fled to Britain in 1991 to escape the civil war in Sudan. In 2015, she was listed as one of BBC's 100 Women.",https://en.wikipedia.org/wiki/Alek_Wek
South Sudan,2,Aweng Chuol,http://www.wikidata.org/entity/Q71975784,wd:Q71975784,65990509,South Sudanese model and artist,error,error
Spain,39,Elsa Pataky,http://www.wikidata.org/entity/Q230123,wd:Q230123,5895907,Spanish model and actress,"Elsa Lafuente Medianu (pronounced [ˈelsa laˈfwente meˈðjanu]; born 18 July 1976), known professionally as Elsa Pataky, is a Spanish model and actress. Pataky is known for her role as Elena Neves in the Fast & Furious franchise. She has appeared in the films Snakes on a Plane (2006), Giallo (2009) and Give 'Em Hell, Malone (2009). She also starred in the Spanish film Di Di Hollywood (2010).",https://en.wikipedia.org/wiki/Elsa_Pataky
Sri Lanka,10,Anarkalli Aakarsha Jayatilaka,http://www.wikidata.org/entity/Q4751728,wd:Q4751728,10574763,Sri Lankan actor-model,"Anarkali Akarsha (Sinhala: අනර්කලී ආකර්ෂා;born 12 July 1987,as Anarkali Janina Jayatilaka) is a Sri Lankan Film actress, model, singer, TV Host and a politician. She was crowned Miss Sri Lanka 2004 and represented Sri Lanka at the Miss World 2004 beauty pageant. She has worked as a brand ambassador & a fundraiser. She attended Colombo International School.",https://en.wikipedia.org/wiki/Anarkali_Akarsha
State of Palestine,2,Jamal Taslaq,http://www.wikidata.org/entity/Q16213426,wd:Q16213426,31793122,Palestinian\Italian fashion designer,Jamal Taslaq (born 1970) is a Palestinian high fashion designer living and working in Italy.,https://en.wikipedia.org/wiki/Jamal_Taslaq
Sudan,5,Ataui Deng,http://www.wikidata.org/entity/Q17579952,wd:Q17579952,43597253,South Sudanese-American model,"Ataui-Deng Hopkins, also known as Ataui Deng (born 3 November 1991) is a Sudanese American model who began her fashion career at the age of 17 in 2008. As the niece of Alek Wek, she began her career linked to her more famous aunt though her youth quickly became the aspect that the media focused on. She is from the Dinka people of South Sudan, and left for San Antonio, Texas in 2004, just one year before the Second Sudanese Civil War came to an end. She currently lives in New York City.",https://en.wikipedia.org/wiki/Ataui_Deng
Suriname,3,Zoureena Rijger,http://www.wikidata.org/entity/Q8074656,wd:Q8074656,24161670,Surinamese model,"Zoureena Saviera Nazrul Rijger (born in Paramaribo, Suriname, on June 19, 1991) is a singer and beauty pageant titleholder who won Miss Suriname 2009.",https://en.wikipedia.org/wiki/Zoureena_Rijger
Sweden,52,Victoria Silvstedt,http://www.wikidata.org/entity/Q127423,wd:Q127423,1008506,"Swedish model, actress, singer, and television personality","Karin Victoria Silvstedt (born 19 September 1974) is a Swedish model, actress, singer, and television personality.",https://en.wikipedia.org/wiki/Victoria_Silvstedt
Switzerland,27,María Gabriela Isler,http://www.wikidata.org/entity/Q3293482,wd:Q3293482,42483754,Venezuelan model and beauty pageant titleholder,"María Gabriela de Jesús Isler Morales (born 21 March 1988) is a Venezuelan TV host, fashion model and beauty queen who was crowned Miss Universe 2013, gaining placement as the seventh Miss Universe of her country.
Isler is the founder of Universe of Blessings Fund, a charity organization devoted to female empowerment and counseling. In addition, Isler is currently the national director of Miss Venezuela, succeeding Osmel Sousa.",https://en.wikipedia.org/wiki/Gabriela_Isler
Syria,9,Alisar Ailabouni,http://www.wikidata.org/entity/Q85386,wd:Q85386,27877114,fashion model,"Alisar Ailabouni (Arabic: أليسار عيلبوني; born 21 March 1989) is a Syrian-born Austrian fashion model and the winner of Germany's Next Topmodel, Cycle 5.",https://en.wikipedia.org/wiki/Alisar_Ailabouni
Tanzania,17,Ida Ljungqvist,http://www.wikidata.org/entity/Q288733,wd:Q288733,15609065,Swedish model,"Ida Ljungqvist (born September 27, 1981) is a Tanzanian-Swedish model and the first African-born person to be selected as a Playboy Playmate of the Month and the 50th Playmate of the Year.",https://en.wikipedia.org/wiki/Ida_Ljungqvist
Thailand,16,Apasra Hongsakula,http://www.wikidata.org/entity/Q2534859,wd:Q2534859,3037306,"Thai model, Miss Universe 1965","Apasra Hongsakula  (Thai: อาภัสรา หงสกุล, RTGS: Aphatsara Hongsakun, pronounced [ʔàː.pʰát.sā.rāː hǒŋ.sā.kūn]; born January 16, 1947)  is a Thai businesswoman and beauty queen who won the title of Miss Universe 1965. She is a daughter of Group Captain Perm and Kayoon Hongsakula. She was the first woman from Thailand and the first Southeast Asian to win the Miss Universe title.",https://en.wikipedia.org/wiki/Apasra_Hongsakula
The Bahamas,5,Celeste Marshall,http://www.wikidata.org/entity/Q3664230,wd:Q3664230,36592895,Bahamian model,"Celeste Marshall (born September 30, 1992) is a Bahamian model and national titleholder who won Miss Universe Bahamas 2012 and represented her country in the 2012 Miss Universe pageant.",https://en.wikipedia.org/wiki/Celeste_Marshall
Togo,4,Rebecca Ayoko,http://www.wikidata.org/entity/Q3421684,wd:Q3421684,55811314,Togolese model,Rebecca Ayoko (born in Agogo around 1960) is an international catwalk model from Togo.,https://en.wikipedia.org/wiki/Rebecca_Ayoko
Trinidad and Tobago,14,Wendy Fitzwilliam,http://www.wikidata.org/entity/Q299029,wd:Q299029,989193,Miss Universe 1998,"Wendy Marcelle Fitzwilliam (born 4 October 1972) is a Trinidadian lawyer, actress, model, singer, TV Host and beauty queen who won Miss Trinidad and Tobago Universe 1998 became the second Miss Universe in history from Trinidad and Tobago and was the third woman of African heritage to capture the Miss Universe crown.",https://en.wikipedia.org/wiki/Wendy_Fitzwilliam
Tunisia,22,Azzedine Alaia,http://www.wikidata.org/entity/Q2553832,wd:Q2553832,5059291,French-Tunisian fashion designer (1935-2017),"Azzedine Alaïa (French: [azedin alaja]; Arabic: عز الدين عليّة, romanized: ʿIzz ad-Dīn ʿAlayya, pronounced [ʕizz adˈdiːn ʕaˈlajja]; 26 February 1935 – 18 November 2017) was a Tunisian couturier and shoe designer, particularly successful beginning in the 1980s.",https://en.wikipedia.org/wiki/Azzedine_Ala%C3%AFa
Uganda,6,Kiara Kabukuru,http://www.wikidata.org/entity/Q3815047,wd:Q3815047,20349697,American model,"Kiara Kabukuru (born Alice Kabukuru, July 31, 1975) is a Ugandan-born American fashion model. Kabukuru is best known as a CoverGirl model.",https://en.wikipedia.org/wiki/Kiara_Kabukuru
Ukraine,21,Justine Pasek,http://www.wikidata.org/entity/Q2273546,wd:Q2273546,845319,Miss Panamá 2001 and Miss Universe 2002,"Yostin Lissette ""Justine"" Pasek Patiño (born 27 August 1979) is a Polish-Panamanian model, philanthropist and beauty queen who was crowned Miss Universe 2002. Originally the first runner-up at the Miss Universe 2002 competition, Pasek became the first ever runner-up to be crowned the winner after the dethronement of original winner Oxana Fedorova.",https://en.wikipedia.org/wiki/Justine_Pasek
United Arab Emirates,10,Ayyan,http://www.wikidata.org/entity/Q15983216,wd:Q15983216,38634484,"Pakistani model, singer","Ayyan Ali (Urdu: ایان علی) is a Pakistani model and singer. She started modeling in 2010 and won the title of Best Female Emerging Model. She was nominated four times for the Lux Style Awards. In 2013, she clarified that she only wanted to be publicly referred to as ""Ayyan"" and not ""Ayyan Ali"".",https://en.wikipedia.org/wiki/Ayyan_(model)
United Kingdom,77,Naomi Campbell,http://www.wikidata.org/entity/Q199369,wd:Q199369,19371120,British model,"Naomi Elaine Campbell (born 22 May 1970) is a British model, actress, singer, and businesswoman. She began her career at the age of 15, and established herself amongst the most recognisable and in-demand models of the past four decades. Campbell was one of six models of her generation declared supermodels by the fashion industry and the international press.In addition to her modelling career, Campbell has embarked on other ventures, including an R&B studio album and several acting appearances in film and television, such as the modelling-competition reality show The Face and its international offshoots. Campbell is also involved in charity work for various causes.",https://en.wikipedia.org/wiki/Naomi_Campbell
Uruguay,13,Fatimih Dávila,http://www.wikidata.org/entity/Q3740119,wd:Q3740119,6216360,Uruguayan model,"Fatimih Dávila Sosa (1 February 1988 – 2 May 2019) was a Uruguayan model and beauty queen who was the winner of Miss Universo Uruguay 2006, where she represented Punta del Este. Since she won the national pageant, she travelled to Los Angeles, USA to represent Uruguay in the 2006 Miss Universe pageant, which was held on 23 July 2006.",https://en.wikipedia.org/wiki/Fatimih_D%C3%A1vila
