country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Somalia,36,K’naan Warsame,http://www.wikidata.org/entity/Q297693,wd:Q297693,2157363,Somali-Canadian musician,"Keinan Abdi Warsame (Somali: Keynaan Cabdi Warsame, Arabic: كَينَان عَبدِ وَرسَمَ Kaynān ʿAbdi Warsama), better known by his stage name K'naan (), is a Somali-Canadian poet, rapper, singer, songwriter and instrumentalist. He rose to prominence with the success of his single ""Wavin' Flag"", which was chosen as Coca-Cola's promotional anthem for the 2010 FIFA World Cup. Besides hip hop, K'naan's sound is influenced by elements of Somali music and world music. He is also involved in various philanthropic initiatives.

",https://en.wikipedia.org/wiki/K%27naan
South Africa,77,Miriam Makeba,http://www.wikidata.org/entity/Q146256,wd:Q146256,598363,South African singer and civil rights activist,"Zenzile Miriam Makeba (4 March 1932 – 9 November 2008), nicknamed Mama Africa, was a South African singer, songwriter, actress, and civil rights activist. Associated with musical genres including Afropop, jazz, and world music, she was an advocate against apartheid and white-minority government in South Africa.
Born in Johannesburg to Swazi and Xhosa parents, Makeba was forced to find employment as a child after the death of her father. She had a brief and allegedly abusive first marriage at the age of 17, gave birth to her only child in 1950, and survived breast cancer. Her vocal talent had been recognized when she was a child, and she began singing professionally in the 1950s, with the Cuban Brothers, the Manhattan Brothers, and an all-woman group, the Skylarks, performing a mixture of jazz, traditional African melodies, and Western popular music. In 1959, Makeba had a brief role in the anti-apartheid film Come Back, Africa, which brought her international attention, and led to her performing in Venice, London, and New York City. In London, she met the American singer Harry Belafonte, who became a mentor and colleague. She moved to New York City, where she became immediately popular, and recorded her first solo album in 1960. Her attempt to return to South Africa that year for her mother's funeral was prevented by the country's government.
Makeba's career flourished in the United States, and she released several albums and songs, her most popular being ""Pata Pata"" (1967). Along with Belafonte she received a Grammy Award for her 1965 album An Evening with Belafonte/Makeba. She testified against the South African government at the United Nations and became involved in the civil rights movement. She married Stokely Carmichael, a leader of the Black Panther Party, in 1968. As a result, she lost support among white Americans. The US government cancelled her visa while she was travelling abroad, leading her and Carmichael to move to Guinea. She continued to perform, mostly in African countries, including at several independence celebrations. She began to write and perform music more explicitly critical of apartheid; the 1977 song ""Soweto Blues"", written by her former husband Hugh Masekela, was about the Soweto uprising. After apartheid was dismantled in 1990, Makeba returned to South Africa. She continued recording and performing, including a 1991 album with Nina Simone and Dizzy Gillespie, and appeared in the 1992 film Sarafina!. She was named a UN goodwill ambassador in 1999, and campaigned for humanitarian causes. She died of a heart attack during a 2008 concert in Italy.
Makeba was among the first African musicians to receive worldwide recognition. She brought African music to a Western audience, and popularized the world music and Afropop genres. She also made popular several songs critical of apartheid, and became a symbol of opposition to the system, particularly after her right to return was revoked. Upon her death, former South African President Nelson Mandela said that ""her music inspired a powerful sense of hope in all of us.""",https://en.wikipedia.org/wiki/Miriam_Makeba
South Korea,92,Psy,http://www.wikidata.org/entity/Q20150,wd:Q20150,36524320,South Korean singer,"Park Jae-sang (Korean: 박재상; Hanja: 朴載相, IPA: [pɐk̚.t͡ɕεsɐŋ]; born December 31, 1977), known professionally as Psy (stylized in all caps as PSY) (싸이;  SY; Korean: [s͈ai]), is a South Korean singer, rapper, songwriter, and record producer. Psy is known domestically for his humorous videos and stage performances, and internationally for his hit single ""Gangnam Style"". The song's refrain was entered into The Yale Book of Quotations as one of the most famous quotations of 2012.On October 23, 2012, Psy met United Nations Secretary-General Ban Ki-moon at the UN Headquarters where Ban expressed his desire to work with the singer because of his ""unlimited global reach"". On December 21, 2012, his music video for ""Gangnam Style"" exceeded one billion views on YouTube, becoming the first video to do so in the website's history. Psy was subsequently recognized by the media as the King of YouTube. On May 31, 2014, the video for Psy's ""Gangnam Style"" hit two billion views. As of March 2021, it is the eighth most viewed video on YouTube, with over 4 billion views.In December 2012, MTV noted Psy's rise from being little known outside South Korea, to being hailed as the ""Viral Star of 2012"". On December 31, 2012, Psy performed in a globally televised New Year's Eve celebration with American rapper MC Hammer on-stage in front of a live audience of over a million people in Times Square, New York City. Following his departure from YG Entertainment in 2018, he founded his own company, P Nation, in 2019.",https://en.wikipedia.org/wiki/Psy
South Sudan,13,Emmanuel Jal,http://www.wikidata.org/entity/Q1338331,wd:Q1338331,3010452,South Sudanese musician,"Emmanuel Jal (born Jal Jok c. 1980) is a South Sudanese-Canadian artist, actor, former child soldier, and political activist.  His autobiography, War Child: A Child Soldier's Story, was published in 2009",https://en.wikipedia.org/wiki/Emmanuel_Jal
Spain,94,Antonio Banderas,http://www.wikidata.org/entity/Q41548,wd:Q41548,52627,Spanish actor,"José Antonio Domínguez Bandera (born 10 August 1960), known professionally as Antonio Banderas, is a Spanish actor, director, producer, and singer. He is the recipient of numerous accolades, including a Cannes Best Actor Award and European Film Award for Best Actor, and nominations for a Tony Award, an Academy Award, two Primetime Emmy Awards, and five Golden Globe Awards.
Banderas began his acting career with a series of films by director Pedro Almodóvar in the 1980s; he then appeared in several Hollywood films, such as Philadelphia (1993), Interview with the Vampire (1994), Desperado (1995), Assassins (1995), Evita (1996), and The Mask of Zorro (1998). Banderas also appeared in the Spy Kids series and provided the voice of Puss in Boots in the Shrek franchise and its spin-off film Puss in Boots.
In 2003, Banderas made his US theatre debut as Guido Contini in Nine, for which he was nominated for a Tony Award and won a Drama Desk Award. He received Primetime Emmy Award nominations for his roles in the television film And Starring Pancho Villa as Himself (2004) and the second season of Genius (2018); his portrayal of Pablo Picasso in the latter garnered him critical praise.
For the 2019 film Pain and Glory, Banderas earned the Cannes Film Festival Award, European Film Award and Goya Award for Best Actor, while he received nominations for the Academy Award and the Golden Globe Award for Best Actor.",https://en.wikipedia.org/wiki/Antonio_Banderas
Sri Lanka,53,M.I.A.,http://www.wikidata.org/entity/Q204019,wd:Q204019,21487008,British rapper,"Mathangi ""Maya"" Arulpragasam  (born 18 July 1975), known by her stage name M.I.A. (an acronym of ""Missing in Acton""), is a British rapper, singer, record producer and activist. Her songs contain evocative political and social commentary regarding immigration, warfare and identity in a globalised world. Her music combines elements of alternative, dance, electronic, hip hop and world music with eclectic instruments and samples.
Born in London to Sri Lankan Tamil parents, M.I.A. and her family moved to Jaffna in northern Sri Lanka when she was six months old. As a child, she experienced displacement caused by the Sri Lankan Civil War, which made the family return to London as refugees when M.I.A. was 11 years old; the war had a defining influence on M.I.A.'s artistry. She started out as a visual artist, filmmaker and designer in 2000, and began her recording career in 2002. One of the first acts to come to public attention through the Internet, she saw early fame as an underground artist in early 2004 with her singles ""Sunshowers"" and ""Galang"".
M.I.A.'s first two albums, Arular (2005) and Kala (2007), received widespread critical acclaim for their experimentation with hip hop and electronic fusion. The single ""Paper Planes"" from Kala reached number four on the US Billboard Hot 100 and sold over four million copies. Her third album Maya (2010) was preceded by the controversial single-short film ""Born Free"". Maya was her best-charting effort, reaching the top 10 on several charts. Her fourth studio album, Matangi (2013), included the single ""Bad Girls"", which won accolades at the MTV Video Music Awards. M.I.A. released her fifth studio album, AIM, in 2016. She scored her first Billboard Hot 100 number-one single as a featured artist on Travis Scott's ""Franchise"" (2020).
M.I.A.'s accolades include two American Society of Composers, Authors and Publishers (ASCAP) awards and two MTV Video Music Awards. She is the first person of South Asian descent to be nominated for an Academy Award and Grammy Award in the same year. She was named one of the defining artists of the 2000s decade by Rolling Stone, and one of the 100 most influential people of 2009 by Time. Esquire ranked M.I.A. on its list of the 75 most influential people of the 21st century. According to Billboard, she was one of the ""Top 50 Dance/Electronic Artists of the 2010s"". M.I.A. was appointed Member of the Order of the British Empire (MBE) in the 2019 Birthday Honours for her services to music.",https://en.wikipedia.org/wiki/M.I.A._(rapper)
State of Palestine,14,Belly,http://www.wikidata.org/entity/Q937045,wd:Q937045,10862058,"Canadian rapper, singer, songwriter, and record producer","Ahmad Balshe (Arabic: أحمد بلوشي) (born 7 April 1984), known professionally as Belly, is a Palestinian-Canadian rapper, singer, songwriter, and record producer. Born in Jenin in the Palestinian West Bank, Balshe was raised in Ottawa.  At twenty-one years old, he moved on to his main love hip-hop with the release of his debut mixtape, Death Before Dishonor: Vol. 1. He then released eight additional projects in a span of six years, including his debut studio album The Revolution (2007), as well as two collaborative mixtapes, The Lost Tapes and The Greatest Dream I Never Had, with Kurupt and DJ Drama, respectively.
After a hiatus from music, Belly secured a recording contract with XO in 2015, and later an additional contract with Roc Nation, after co-writing a variety of songs for R&B artists the Weeknd and Beyoncé. Belly received a total of eleven credits across the former's latest studio albums, while also providing backing vocals and co-writing the song ""6 Inch"" from the latter's album, Lemonade. Belly then went on to release four mixtapes, and his second studio album Immigrant in 2018.
Belly was honoured as Songwriter of the Year at the 2016 SOCAN (Society of Composers, Authors and Music Publishers of Canada) Awards for his ""significant and outstanding contributions to popular music over the past year"". Alongside his SOCAN award, Belly has won a Juno Award, three MuchMusic Video Awards, and has twice attained a top chart position in the national Much Music Countdown. In 2020, he co-wrote tracks on the Weeknd's fourth studio album After Hours,  including the 2019 single ""Blinding Lights"", which eventually became the Billlboard #1 Greatest Hot 100 Hit of All Time in 2021.",https://en.wikipedia.org/wiki/Belly_(rapper)
Sudan,13,Emmanuel Jal,http://www.wikidata.org/entity/Q1338331,wd:Q1338331,3010452,South Sudanese musician,"Emmanuel Jal (born Jal Jok c. 1980) is a South Sudanese-Canadian artist, actor, former child soldier, and political activist.  His autobiography, War Child: A Child Soldier's Story, was published in 2009",https://en.wikipedia.org/wiki/Emmanuel_Jal
Suriname,29,Jeangu Macrooy,http://www.wikidata.org/entity/Q28109988,wd:Q28109988,55862156,Surinamese singer-songwriter,"Jeangu Macrooy (Dutch pronunciation: [ʒɑ̃ːŋˈɡy maːˈkroːi]; born November 6, 1993) is a Surinamese singer-songwriter. He was born in Paramaribo and has been living in the Netherlands in the eastern city Enschede in the region Twente since 2014. Macrooy's music can best be described as modern soul. His audience is in the Netherlands, Suriname, and increasingly in Belgium, France and Germany. He was due to represent host nation the Netherlands in the Eurovision Song Contest 2020 in Rotterdam with the song ""Grow"", but the contest was cancelled because of the COVID-19 pandemic. Instead, he represented the country in the 2021 contest with ""Birth of a New Age"".

",https://en.wikipedia.org/wiki/Jeangu_Macrooy
Sweden,201,Basshunter,http://www.wikidata.org/entity/Q383541,wd:Q383541,4993996,"Swedish singer, record producer and DJ","Jonas Erik Altberg (Swedish pronunciation: [ˈjûːnas ˈêːrɪk ˈâltbærj]; born 22 December 1984), better known by his stage name Basshunter (also stylised as BassHunter), is a Swedish singer, record producer and DJ. He began producing music under the stage name ""Basshunter"" at age of 17.
He has recorded five studio albums: The Bassmachine (2004), LOL (2006), Now You're Gone – The Album (2008), Bass Generation (2009) and Calling Time (2013). In addition to his own music, he has written for El Capon, Mange Makers and Lana Scolaro. He also took part in the British seventh series of Celebrity Big Brother, the Swedish Fångarna på fortet and the British Weakest Link in 2010.
He won awards such as the European Border Breakers Award, the Grammi award for Best Ringtone of the Year in 2006, and the World Music Award. He was also nominated for the BT Digital Music Award, MTV Europe Music Award, and Rockbjörnen. According to Balloon Records label figures, more than eight million Basshunter records have been sold.

",https://en.wikipedia.org/wiki/Basshunter
Switzerland,94,Tina Turner,http://www.wikidata.org/entity/Q131814,wd:Q131814,82061,American-born singer,"Tina Turner (born Anna Mae Bullock;  November 26, 1939) is an American-born Swiss singer, songwriter and actress. Widely referred to as the ""Queen of Rock 'n' Roll"", she rose to prominence as the lead singer of the Ike & Tina Turner Revue before launching a successful career as a solo performer.
Turner began her career with Ike Turner's Kings of Rhythm in 1957. Under the name Little Ann, she appeared on her first record, ""Boxtop"", in 1958. In 1960, she was introduced as Tina Turner with the hit duet single ""A Fool in Love"". The duo Ike & Tina Turner became ""one of the most formidable live acts in history"". They released hits such as ""It's Gonna Work Out Fine"", ""River Deep – Mountain High"", ""Proud Mary"", and ""Nutbush City Limits"" before disbanding in 1976.
In the 1980s, Turner launched ""one of the greatest comebacks in music history"". Her 1984 multi-platinum album Private Dancer contained the hit song ""What's Love Got to Do with It"", which won the Grammy Award for Record of the Year and became her first and only No.1 on the Billboard Hot 100. At age 44, she was the oldest female solo artist to top the Hot 100. Her chart success continued with ""Better Be Good to Me"", ""Private Dancer"", ""We Don't Need Another Hero (Thunderdome)"", ""Typical Male"", ""The Best"", ""I Don't Wanna Fight"", and ""GoldenEye"". During her Break Every Rule World Tour in 1988, she set a then-Guinness World Record for the largest paying audience (180,000) for a solo performer. Turner also acted in the films Tommy (1975), Mad Max Beyond Thunderdome (1985), and Last Action Hero (1993). In 1993, What's Love Got to Do with It, a biopic adapted from her autobiography I, Tina: My Life Story, was released. In 2009, Turner retired after completing her Tina!: 50th Anniversary Tour, which is the 15th highest-grossing tour of the 2000s. In 2018, she became the subject of the jukebox musical Tina.
Having sold over 100 million records worldwide, Turner is one of the best-selling recording artists of all time. She has received 12 Grammy Awards, which include eight competitive awards, three Grammy Hall of Fame awards, and a Grammy Lifetime Achievement Award. She is the first black artist and first female to be on the cover of Rolling Stone. Rolling Stone ranked her among the 100 Greatest Artists of All Time and the 100 Greatest Singers of All Time. Turner has a star on the Hollywood Walk of Fame and the St. Louis Walk of Fame. She is a two-time inductee into the Rock and Roll Hall of Fame, with Ike Turner in 1991 and as a solo artist in 2021. She is also a 2005 recipient of the Kennedy Center Honors and Women of the Year award.",https://en.wikipedia.org/wiki/Tina_Turner
Syria,20,Assala Nasri,http://www.wikidata.org/entity/Q2353139,wd:Q2353139,10521966,Syrian singer,"Assala Mostafa Hatem Nasri (Arabic: أصالة مصطفى حاتم نصري; born 15 May 1969), commonly known as Assala (Arabic: أصالة), is a Syrian musical artist.",https://en.wikipedia.org/wiki/Assala
São Tomé and Príncipe,4,Camilo Domingos,http://www.wikidata.org/entity/Q2935144,wd:Q2935144,53117818,Guinean singer,"Camilo Domingos (February 14, 1965 – August 7, 2005) was a Santomean singer of Cape Verdean and Bissauan (now Bissauan Guinean) descent.",https://en.wikipedia.org/wiki/Camilo_Domingos
Taiwan,84,Jolin Tsai,http://www.wikidata.org/entity/Q51101,wd:Q51101,485273,"Taiwanese singer, songwriter, and actress","Jolin Tsai (Mandarin: [tsˈaɪ] (listen); Chinese: 蔡依林; born September 15, 1980) is a Taiwanese singer, songwriter, and actress. Referred to as the ""Queen of C-Pop"", she is considered one of the most influential people in Chinese popular culture. She is known for her continual reinvention and versatility in musical style and visual image, and she has achieved reputation and popularity in the Chinese-speaking world. She maintains in charge of every aspect of her career, and she is regarded as a key figure of popularizing dance-pop as mainstream music in Greater China. Her works, which incorporate social themes, have generated both commercial success and critical acclaim.In 1998, Tsai won the championship at a television singing competition produced by MTV Mandarin. Her debut album 1019 (1999) made her become an instant hit, and her first girl-next-door incarnation made her become a teen idol with a huge teenage fanbase. Her album Magic (2003), which reflected her first musical reinvention, marked the beginning of her dance-oriented musical direction. Her album Dancing Diva (2006), which highly impressed the public with slick dance songs with dazzling dance moves, established her representative status as a dance-pop artist in the Chinese music scene.In 2009, Tsai founded the company Eternal and began to be completely in charge of her career. Her album Myself (2010) was regarded as one of the most experimental albums in the Chinese music industry. Her album Muse (2012) integrated pop music with pop art and spanned mainstream and indie. Her album Play (2014), which incorporated various social themes, further thrust her into the international spotlight. Her album Ugly Beauty (2018), which explored the norm of beauty standard and the bipolarity of human feelings, was considered the production leading the C-pop music industry.With sales of over 25 million records, Tsai is the best-selling Taiwanese female recording artist since 2000. Since her 2003 album Magic, all of her studio albums became at least the year's highest-selling album by a female artist in Taiwan, and four of which even became the year's highest-selling album in the country. She has received a total of seven Golden Melody Awards, making her the female Mandopop artist with the most wins. She is one of the highest-paid Taiwanese female artists, and she has featured multiple times on the Forbes China Celebrity 100 list. In 2014, Next Magazine reported that her estimated net worth exceeded NT$2 billion.",https://en.wikipedia.org/wiki/Jolin_Tsai
Tajikistan,42,Manizha,http://www.wikidata.org/entity/Q29359663,wd:Q29359663,67041648,Russian singer of Tajik descent,"Manizha Dalerovna Sangin (née Khamrayeva; Russian: Мани́жа Дале́ровна Санги́н (Хамра́ева); Tajik: Манижа Далеровна Ҳамроева; born 8 July 1991), known professionally as simply Manizha, is a Russian-Tajik singer and songwriter, as well as a Goodwill Ambassador for United Nations High Commissioner for Refugees. Beginning her career in 2003 as a child singer, Manizha went on to perform with the music groups Ru.Kola, Assai, and Krip De Shin, before later pursuing a solo career. She represented Russia in the Eurovision Song Contest 2021 with the song ""Russian Woman"".

",https://en.wikipedia.org/wiki/Manizha
Tanzania,166,Freddie Mercury,http://www.wikidata.org/entity/Q15869,wd:Q15869,42068,"British singer, songwriter, record producer and graphic designer (1946-1991)","Freddie Mercury (born Farrokh Bulsara; 5 September 1946 – 24 November 1991) was a British singer, songwriter, record producer and lead vocalist of the rock band Queen. Regarded as one of the greatest singers in the history of rock music, he was known for his flamboyant stage persona and four-octave vocal range. Mercury defied the conventions of a rock frontman with his highly theatrical style influencing the artistic direction of Queen.
Born in 1946 in Zanzibar to Parsi-Indian parents, he attended English-style boarding schools in India from the age of eight and returned to Zanzibar after secondary school. In 1964, his family fled the Zanzibar Revolution, moving to Middlesex, England. Having studied and written music for years, he formed Queen in 1970 with guitarist Brian May and drummer Roger Taylor. Mercury wrote numerous hits for Queen, including ""Killer Queen"", ""Bohemian Rhapsody"", ""Somebody to Love"", ""We Are the Champions"", ""Don't Stop Me Now"" and ""Crazy Little Thing Called Love"". His charismatic stage performances often saw him interact with the audience, as displayed at the 1985 Live Aid concert. He also led a solo career and served as a producer and guest musician for other artists.
Mercury died in 1991 at age 45 owing to complications from AIDS. He confirmed the day before his death that he had contracted the disease, having been diagnosed in 1987. Mercury continued to record with Queen following his diagnosis, and he was posthumously featured on the band's final album, Made in Heaven (1995). In 1992, his tribute concert was held at Wembley Stadium. His career with Queen was dramatised in the 2018 biopic Bohemian Rhapsody.
As a member of Queen, Mercury was posthumously inducted into the Rock and Roll Hall of Fame in 2001, the Songwriters Hall of Fame in 2003, and the UK Music Hall of Fame in 2004. In 1990, he and the other Queen members were awarded the Brit Award for Outstanding Contribution to British Music, and one year after his death Mercury was awarded it individually. In 2005, Queen were awarded an Ivor Novello Award for Outstanding Song Collection from the British Academy of Songwriters, Composers, and Authors. In 2002, Mercury ranked number 58 in the BBC's poll of the 100 Greatest Britons.",https://en.wikipedia.org/wiki/Freddie_Mercury
Thailand,80,Pumpuang Duangjan,http://www.wikidata.org/entity/Q6583188,wd:Q6583188,1347821,Thai female singer,"Pumpuang Duangjan (Thai: พุ่มพวง ดวงจันทร์; RTGS: Phumphuang Duangchan), also known by the nickname Pueng (Thai: ผึ้ง; RTGS: Phueng; ""Bee"") (4 August 1961 – 13 June 1992), was a Thai megastar. She was the symbol of Thai songs culture. She was the singer, actress who pioneered electronic Luk Thung. She is considered one of the most important Luk Thung vocalists in Thailand. The child of poor farmers, Pumpuang had only two years of primary education before her family's plight forced her to take to the fields as a sugar cane cutter. Although illiterate, she was adept at memorising lyrics and participated in many local singing competitions. At age 15, she came to the notice of a visiting band by Waiphot Phetsuphan, and from the late 1970s onwards her fame skyrocketed.",https://en.wikipedia.org/wiki/Pumpuang_Duangjan
The Bahamas,30,Sebastian Bach,http://www.wikidata.org/entity/Q363490,wd:Q363490,584217,Canadian singer,"Sebastian Philip Bierk (born April 3, 1968), known professionally as Sebastian Bach, is a Canadian singer who achieved mainstream success as the frontman of the American rock band Skid Row from 1987 to 1996. He has acted on Broadway and has made appearances in film and television such as Trailer Park Boys and Gilmore Girls. He continues his music career as a solo artist.",https://en.wikipedia.org/wiki/Sebastian_Bach
The Gambia,4,Marie Samuel Njie,http://www.wikidata.org/entity/Q62089227,wd:Q62089227,64947902,Gambian griotte singer,"Marie Samuel Njie  was a musician and singer, from, and popular in, The Gambia.",https://en.wikipedia.org/wiki/Marie_Samuel_Njie
Togo,4,Bella Bellow,http://www.wikidata.org/entity/Q425135,wd:Q425135,25377767,"Togolese singer, songewriter","Georgette Adjoavi Bellow (Tsévié, Togo, 1 January 1945 – 10 December 1973) better known as Bella Bellow was a Togolese singer, who created an international career and recorded several albums. She died at the age of 28 in a car accident in Togo.She was born in Tsévié, Togo, to a Togolese father of Nigerian descent and a Ghanaian-origin mother. Bellow's first international performance was in 1966, when she represented Togo at the First World Festival of Negro Arts in Dakar, Senegal. Her first album, named Rockya, came out in 1969. In the album , she was accompanied by Camerounian band made up of Manu Dibango, on saxophone, keyboards and arrangement, Jeannot Madingué on bass, Slim Pezin on the guitar and Ben's on drums
She performed at the Paris Olympia and recorded with Manu Dibango.  Angélique Kidjo and Afia Mala have been influenced by Bella Bellow.",https://en.wikipedia.org/wiki/Bella_Bellow
Trinidad and Tobago,96,Nicki Minaj,http://www.wikidata.org/entity/Q162202,wd:Q162202,22570683,"Trinidadian-born rapper, singer, and songwriter","Onika Tanya Maraj-Petty (born December 8, 1982), known professionally as Nicki Minaj (), is a Trinidadian-born rapper, singer, and songwriter. She is noted for her versatility as an artist, her lyricism and animated flow in her rapping and her usage of alter egos and accents. Minaj first gained recognition after releasing three mixtapes between 2007 and 2009. She rose to fame with her debut album, Pink Friday (2010), which topped the U.S. Billboard 200. The fifth single, ""Super Bass"", reached number three on the U.S. Billboard Hot 100 and became the highest charting solo song by a female rapper since 2002. It also became the second song by a female rapper to become diamond certified in the US.
The follow-up album, Pink Friday: Roman Reloaded (2012), saw Minaj exploring a dance-pop sound, and reached number one in several countries worldwide. Her third and fourth studio albums, The Pinkprint (2014) and Queen (2018), explored more personal topics and marked a return to her hip hop roots. The former's second single, ""Anaconda"", became the first solo female rap video to reach one billion views on YouTube. Her collaboration with Karol G, ""Tusa"", became the longest running number one single in Argentina. Minaj spawned her first and second U.S. number one singles with her remix of Doja Cat's ""Say So"" and her collaboration with 6ix9ine ""Trollz"" in 2020, becoming the first female rapper in 22 years to debut at number one on the chart. She became the first female artist to have one hundred Billboard Hot 100 entries and currently has twenty U.S. top ten singles, which is the most for any female rapper. All of her albums have reached the top two in the U.S. with the re-release of Beam Me Up Scotty (2009), having the highest debut for a female rap mixtape.
Often cited as the ""Queen of Rap"" and the ""Queen of Hip Hop"" by several media outlets, she has been named as the most influential female rapper of all time by The New York Times. Minaj is also one of the best-selling artists of all time, with 100 million records sold worldwide. Billboard ranked her as the top female rapper of the 2010s, and seventh among the top female artists. Her accolades include eight American Music Awards, five MTV Video Music Awards, six MTV Europe Music Awards, twelve BET Awards, four Billboard Music Awards, a Brit Award, and three Guinness World Records. In 2016, Time included her on their annual list of the 100 most influential people in the world. Outside of music, her film career has included voice roles in the animated films Ice Age: Continental Drift (2012) and The Angry Birds Movie 2 (2019) as well as supporting roles in the comedy films The Other Woman (2014) and Barbershop: The Next Cut (2016). She is currently the most followed rapper on Instagram with over 175 million followers.

",https://en.wikipedia.org/wiki/Nicki_Minaj
Tunisia,20,F. R. David,http://www.wikidata.org/entity/Q472663,wd:Q472663,3639488,French singer,"Elli Robert Fitoussi (born 1 January 1947), better known as F. R. David, is a French singer. He is best known for his 1982 hit single ""Words"".",https://en.wikipedia.org/wiki/F._R._David
Turkey,79,Hande Yener,http://www.wikidata.org/entity/Q82199,wd:Q82199,4217140,Turkish singer,"Makbule Hande Özyener (born 12 January 1973), better known by her stage name Hande Yener, is a Turkish singer. She made her debut in the early 2000s, and since then has become a prominent figure of Turkish pop music with numerous songs that rose to the top of music charts. Alongside her music career, she is also known for her choice of clothes and has renewed her image multiple times over the years. She has occasionally made changes in her music style as well; for a while, she started making electronic music, but this period was short-lived and she again returned to performing pop music. During her career, both her professional and personal life have been among the favorite subjects of columnists, and her rivalry and on and off feud with Demet Akalın were covered in the tabloids from time to time.
Yener was born in Kadıköy, Istanbul. After finishing her middle school she decided to go to a conservatory, but after facing objections from her family, she enrolled in Erenköy Girls High School. She left the school while in the second grade and got married. To achieve her dream of becoming a singer, she tried to get in contact with Sezen Aksu, and while she was working as a shop assistant she met Hülya Avşar who later introduced her to Aksu. She worked as Aksu's backing vocalist for a while, before working with Altan Çetin who helped her with preparing her first studio album, Senden İbaret, which was released in 2000. She later released the MÜ-YAP certificated album Sen Yoluna... Ben Yoluma... (2002), followed by Aşk Kadın Ruhundan Anlamıyor (2004) and Apayrı (2006). These albums made her one of the successful artists inside Turkey in the 2000s. With the album Nasıl Delirdim? (2007), she shifted her style to electronic music and distanced herself from pop music for a while. During this period, which formed the first decade of her career, many of her songs became great hits, including ""Yalanın Batsın"", ""Sen Yoluna... Ben Yoluma..."", ""Acele Etme"", ""Kırmızı"", ""Kelepçe"", ""Aşkın Ateşi"", ""Kibir"" and ""Romeo"".
Although Yener's electronic songs received critical praise, she suffered commercial loss compared to her previous works, which resulted in several problems with her producing partners, causing a change in the production company and label twice. Hence, Yener's era of electronic music ended in a few years and with the pop album Hande'ye Neler Oluyor? (2010) she returned to pop music charts. The pop albums released in this phase of her career were often compared to her initial albums, and although they received mixed reviews in general, many of their songs, especially the ones from Mükemmel (2014) and Hepsi Hit (2016–17) managed to top the music charts in Turkey. Among these songs were ""Bodrum"", ""Ya Ya Ya Ya"", ""Naber"", ""Sebastian"", ""Mor"", ""Bakıcaz Artık"" and ""Beni Sev"".
Throughout her career, Yener has been influenced by a number of artists, including Madonna to whom her image, clips and performances were often compared. In the 2000s, she was one of the few artists who had an album that successfully sold over 1 million copies in Turkey. In 2013, she was the Turkish singer whose music videos were viewed the most on YouTube. By the end of the 2000s, she was known as a gay icon inside Turkey, and made some statements demanding the advancement of LGBT rights in Turkey, but she became the target of criticism after being silent about LGBT issues in the following years. In the second half of the 2010s, she expanded the scope of her work and worked periodically as the operator of various night clubs. Yener has received five Golden Butterfly Awards, as well as four Kral Turkey Music Awards and has received various other awards and nominations.",https://en.wikipedia.org/wiki/Hande_Yener
Turkmenistan,32,Elnur Hüseynov,http://www.wikidata.org/entity/Q336062,wd:Q336062,15557526,Azerbaijani singer,"Elnur Hüseynov  (born 3 March 1987) is an Azerbaijani singer. He was Azerbaijan's representative to perform ""Day After Day"" at the Eurovision Song Contest 2008 alongside Samir Javadzadeh as duo Elnur and Samir. In 2015, he won the fourth season of The Voice of Turkey and represented Azerbaijan in the 60th Eurovision Song Contest with the song ""Hour of the Wolf"".",https://en.wikipedia.org/wiki/Elnur_H%C3%BCseynov
Uganda,17,Geoffrey Oryema,http://www.wikidata.org/entity/Q913737,wd:Q913737,2030651,Ugandan musician and singer,"Geoffrey Oryema (16 April 1953 – 22 June 2018) 
was a Ugandan musician. In 1977 after the murder of his father, Erinayo Wilson Oryema, who was a cabinet minister in the government of Idi Amin, he began his life in exile. At the age of 24, and at the height of Amin's power, Oryema was smuggled out of the country in the trunk of a car.
He sang in the languages of his youth, Swahili and Acholi, the languages of his lost country, the ""clear green land"" of Uganda, and he also sang in English and French.
Oryema earned his international reputation on the release of his second album, Beat the Border. He had collaborated with Peter Gabriel, Brian Eno and others, and was backed by French musicians including Jean-Pierre Alarcen (guitar) and Patrick Buchmann (drums, percussion, backing vocals), touring with WOMAD in Australia, the USA, Japan, Brazil and Europe. In 1994 the band performed at Woodstock 94 celebrating the 25th anniversary of the legendary festival.
Gabriel's record label, Real World, helped with the first three of Oryema's albums, before his move to Sony International, a label established in France, where Oryema had lived since his exile.
In July 2005, he performed at the LIVE 8: Africa Calling concert in Cornwall, and with 1 Giant Leap at the Live 8 Edinburgh concert.
He resided in Paris, France, until his death. His ashes were delivered to Anaka.

",https://en.wikipedia.org/wiki/Geoffrey_Oryema
