movie,movieLabel,country,countryLabel,sitelinks
http://www.wikidata.org/entity/Q1054036,Central Station,http://www.wikidata.org/entity/Q155,Brazil,27
http://www.wikidata.org/entity/Q838405,Blindness,http://www.wikidata.org/entity/Q155,Brazil,26
http://www.wikidata.org/entity/Q1219153,The Official Story,http://www.wikidata.org/entity/Q414,Argentina,26
http://www.wikidata.org/entity/Q2620241,No,http://www.wikidata.org/entity/Q298,Chile,26
http://www.wikidata.org/entity/Q470584,The Four Musketeers,http://www.wikidata.org/entity/Q804,Panama,25
http://www.wikidata.org/entity/Q105100020,Spencer,http://www.wikidata.org/entity/Q298,Chile,25
http://www.wikidata.org/entity/Q15485665,The Way He Looks,http://www.wikidata.org/entity/Q155,Brazil,23
http://www.wikidata.org/entity/Q1640076,The Holy Mountain,http://www.wikidata.org/entity/Q298,Chile,23
http://www.wikidata.org/entity/Q15727192,The 33,http://www.wikidata.org/entity/Q298,Chile,23
http://www.wikidata.org/entity/Q15727192,The 33,http://www.wikidata.org/entity/Q739,Colombia,23
http://www.wikidata.org/entity/Q18959440,The Club,http://www.wikidata.org/entity/Q298,Chile,22
http://www.wikidata.org/entity/Q16736285,The Salt of the Earth,http://www.wikidata.org/entity/Q155,Brazil,21
http://www.wikidata.org/entity/Q1404323,Nine Queens,http://www.wikidata.org/entity/Q414,Argentina,21
http://www.wikidata.org/entity/Q1324641,Maria Full of Grace,http://www.wikidata.org/entity/Q736,Ecuador,21
http://www.wikidata.org/entity/Q20747599,From Afar,http://www.wikidata.org/entity/Q717,Venezuela,21
http://www.wikidata.org/entity/Q1324641,Maria Full of Grace,http://www.wikidata.org/entity/Q739,Colombia,21
http://www.wikidata.org/entity/Q28173325,Jungle,http://www.wikidata.org/entity/Q739,Colombia,21
http://www.wikidata.org/entity/Q1482269,O Pagador de Promessas,http://www.wikidata.org/entity/Q155,Brazil,20
http://www.wikidata.org/entity/Q24196,The Hidden Face,http://www.wikidata.org/entity/Q739,Colombia,20
http://www.wikidata.org/entity/Q16246692,The Boy and the World,http://www.wikidata.org/entity/Q155,Brazil,19
http://www.wikidata.org/entity/Q59543,Son of the Bride,http://www.wikidata.org/entity/Q414,Argentina,19
http://www.wikidata.org/entity/Q18709329,The Clan,http://www.wikidata.org/entity/Q414,Argentina,19
http://www.wikidata.org/entity/Q72162,Clandestine Childhood,http://www.wikidata.org/entity/Q155,Brazil,18
http://www.wikidata.org/entity/Q72162,Clandestine Childhood,http://www.wikidata.org/entity/Q414,Argentina,18
http://www.wikidata.org/entity/Q5013909,Gloria,http://www.wikidata.org/entity/Q298,Chile,18
http://www.wikidata.org/entity/Q22931120,Zama,http://www.wikidata.org/entity/Q414,Argentina,18
http://www.wikidata.org/entity/Q1635863,The Deep Blue Sea,http://www.wikidata.org/entity/Q717,Venezuela,18
http://www.wikidata.org/entity/Q48674323,The Heiresses,http://www.wikidata.org/entity/Q733,Paraguay,18
http://www.wikidata.org/entity/Q919135,Cashback,http://www.wikidata.org/entity/Q155,Brazil,17
http://www.wikidata.org/entity/Q1653284,360,http://www.wikidata.org/entity/Q155,Brazil,17
http://www.wikidata.org/entity/Q770670,XXY,http://www.wikidata.org/entity/Q414,Argentina,17
http://www.wikidata.org/entity/Q2116212,Tango,http://www.wikidata.org/entity/Q414,Argentina,17
http://www.wikidata.org/entity/Q60832907,Wasp Network,http://www.wikidata.org/entity/Q155,Brazil,17
http://www.wikidata.org/entity/Q51886007,The Angel,http://www.wikidata.org/entity/Q414,Argentina,17
http://www.wikidata.org/entity/Q302842,From Beginning to End,http://www.wikidata.org/entity/Q155,Brazil,16
http://www.wikidata.org/entity/Q688570,Behind the Sun,http://www.wikidata.org/entity/Q155,Brazil,16
http://www.wikidata.org/entity/Q2280159,Carandiru,http://www.wikidata.org/entity/Q155,Brazil,16
http://www.wikidata.org/entity/Q1199756,Blood: The Last Vampire,http://www.wikidata.org/entity/Q414,Argentina,16
http://www.wikidata.org/entity/Q2280159,Carandiru,http://www.wikidata.org/entity/Q414,Argentina,16
http://www.wikidata.org/entity/Q5826620,Sex of Angels,http://www.wikidata.org/entity/Q155,Brazil,15
http://www.wikidata.org/entity/Q2418707,Plata Quemada,http://www.wikidata.org/entity/Q77,Uruguay,15
http://www.wikidata.org/entity/Q142695,Elite Squad: The Enemy Within,http://www.wikidata.org/entity/Q155,Brazil,15
http://www.wikidata.org/entity/Q13750840,Solace,http://www.wikidata.org/entity/Q155,Brazil,15
http://www.wikidata.org/entity/Q2418707,Plata Quemada,http://www.wikidata.org/entity/Q414,Argentina,15
http://www.wikidata.org/entity/Q23924670,Neruda,http://www.wikidata.org/entity/Q298,Chile,15
http://www.wikidata.org/entity/Q13229518,The German Doctor,http://www.wikidata.org/entity/Q414,Argentina,15
http://www.wikidata.org/entity/Q23924670,Neruda,http://www.wikidata.org/entity/Q414,Argentina,15
http://www.wikidata.org/entity/Q28775783,The Bar,http://www.wikidata.org/entity/Q414,Argentina,15
http://www.wikidata.org/entity/Q51998716,Birds of Passage,http://www.wikidata.org/entity/Q739,Colombia,15
http://www.wikidata.org/entity/Q63386137,Monos,http://www.wikidata.org/entity/Q77,Uruguay,14
http://www.wikidata.org/entity/Q23833608,Aquarius,http://www.wikidata.org/entity/Q155,Brazil,14
http://www.wikidata.org/entity/Q18703886,The Second Mother,http://www.wikidata.org/entity/Q155,Brazil,14
http://www.wikidata.org/entity/Q78890887,Airplane Mode,http://www.wikidata.org/entity/Q155,Brazil,14
http://www.wikidata.org/entity/Q289043,Machuca,http://www.wikidata.org/entity/Q298,Chile,14
http://www.wikidata.org/entity/Q907787,Dolan's Cadillac,http://www.wikidata.org/entity/Q414,Argentina,14
http://www.wikidata.org/entity/Q1774421,The Maid,http://www.wikidata.org/entity/Q298,Chile,14
http://www.wikidata.org/entity/Q18674502,The Distinguished Citizen,http://www.wikidata.org/entity/Q414,Argentina,14
http://www.wikidata.org/entity/Q3950846,The Hour of the Furnaces,http://www.wikidata.org/entity/Q414,Argentina,14
http://www.wikidata.org/entity/Q63386137,Monos,http://www.wikidata.org/entity/Q414,Argentina,14
http://www.wikidata.org/entity/Q63386137,Monos,http://www.wikidata.org/entity/Q739,Colombia,14
http://www.wikidata.org/entity/Q56319427,A Twelve-Year Night,http://www.wikidata.org/entity/Q77,Uruguay,13
http://www.wikidata.org/entity/Q1692016,Waste Land,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q1754287,At Play in the Fields of the Lord,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q1884859,"Black God, White Devil",http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q63246555,Bacurau,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q64166529,The Invisible Life,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q65061274,Beckett,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q531043,There Be Dragons,http://www.wikidata.org/entity/Q414,Argentina,13
http://www.wikidata.org/entity/Q1537032,Moebius,http://www.wikidata.org/entity/Q414,Argentina,13
http://www.wikidata.org/entity/Q1443555,Aftershock,http://www.wikidata.org/entity/Q298,Chile,13
http://www.wikidata.org/entity/Q56319427,A Twelve-Year Night,http://www.wikidata.org/entity/Q414,Argentina,13
http://www.wikidata.org/entity/Q176801,The Silent House,http://www.wikidata.org/entity/Q77,Uruguay,12
http://www.wikidata.org/entity/Q736916,Pixote,http://www.wikidata.org/entity/Q155,Brazil,12
http://www.wikidata.org/entity/Q2346467,Mysteries of Lisbon,http://www.wikidata.org/entity/Q155,Brazil,12
http://www.wikidata.org/entity/Q16938850,Praia do Futuro,http://www.wikidata.org/entity/Q155,Brazil,12
http://www.wikidata.org/entity/Q518485,"Tangos, the Exile of Gardel",http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q1073800,Chinese Take-Away,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q1757907,Las Acacias,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q2389686,El Aura,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q3826202,The Dancer and the Thief,http://www.wikidata.org/entity/Q298,Chile,12
http://www.wikidata.org/entity/Q21034423,Truman,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q28971485,The Summit,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q11159161,The Liberator,http://www.wikidata.org/entity/Q717,Venezuela,12
http://www.wikidata.org/entity/Q80437,The Game of Their Lives,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q137703,Four Days in September,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q6549483,Limite,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q1675415,A Place in the World,http://www.wikidata.org/entity/Q77,Uruguay,11
http://www.wikidata.org/entity/Q2915397,The Pope's Toilet,http://www.wikidata.org/entity/Q77,Uruguay,11
http://www.wikidata.org/entity/Q535564,Sole nudo,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q1848967,Entranced Earth,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q2200689,Dona Flor and Her Two Husbands,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q63213307,The Traitor,http://www.wikidata.org/entity/Q155,Brazil,11
http://www.wikidata.org/entity/Q658012,Carancho,http://www.wikidata.org/entity/Q298,Chile,11
http://www.wikidata.org/entity/Q38297,Back to Stay,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q545616,The Tango Lesson,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q621745,Camila,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q658012,Carancho,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q834378,In the City Without Limits,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q101245192,The Mole Agent,http://www.wikidata.org/entity/Q298,Chile,11
http://www.wikidata.org/entity/Q1107160,Erreway: 4 caminos,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q1675415,A Place in the World,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q1754306,La Zona,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q2423376,Plan B,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q2636960,The Headless Woman,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q56276462,Ema,http://www.wikidata.org/entity/Q298,Chile,11
http://www.wikidata.org/entity/Q3400362,Patagonia,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q2640882,Undertow,http://www.wikidata.org/entity/Q419,Peru,11
http://www.wikidata.org/entity/Q66112160,Heroic Losers,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q66622668,Akelarre,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q2640882,Undertow,http://www.wikidata.org/entity/Q739,Colombia,11
http://www.wikidata.org/entity/Q77151,Last Stop 174,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q135401,Xingu,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q2481380,Giant,http://www.wikidata.org/entity/Q77,Uruguay,10
http://www.wikidata.org/entity/Q1169080,The Year My Parents Went on Vacation,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q1992355,Killer Fish,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q17040489,O Ornitﾃｳlogo,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q1532274,Lost Embrace,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q1634612,The Truce,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q2014603,Absent,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q2481380,Giant,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q2633310,Olympic Garage,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q7728823,The Dance of Reality,http://www.wikidata.org/entity/Q298,Chile,10
http://www.wikidata.org/entity/Q18811620,Nasty Baby,http://www.wikidata.org/entity/Q298,Chile,10
http://www.wikidata.org/entity/Q18959449,The Pearl Button,http://www.wikidata.org/entity/Q298,Chile,10
http://www.wikidata.org/entity/Q3014230,White Elephant,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q3271467,Criminal,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q3280435,Kamchatka,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q3428553,Sidewalls,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q4385210,Blessed by Fire,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q505097,Chronicle of a Death Foretold,http://www.wikidata.org/entity/Q739,Colombia,10
http://www.wikidata.org/entity/Q42577704,Orbiter 9,http://www.wikidata.org/entity/Q739,Colombia,10
http://www.wikidata.org/entity/Q1886375,Crﾃｳnicas,http://www.wikidata.org/entity/Q736,Ecuador,10
http://www.wikidata.org/entity/Q4927841,Blood of the Condor,http://www.wikidata.org/entity/Q750,Bolivia,10
http://www.wikidata.org/entity/Q96378183,Forgotten We'll Be,http://www.wikidata.org/entity/Q739,Colombia,10
http://www.wikidata.org/entity/Q4729195,All Nudity Shall Be Punished,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q5439352,Fear X,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q2633011,Whisky,http://www.wikidata.org/entity/Q77,Uruguay,9
http://www.wikidata.org/entity/Q1551080,Me You Them,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q1748666,Tabu,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q1910645,City of Men,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q2435697,O Dragﾃ｣o da Maldade Contra o Santo Guerreiro,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q2615028,How Tasty Was My Little Frenchman,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q55272444,Diamantino,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q76011036,The First Temptation of Christ,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q118114,Lion's Den,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q1001863,Chronicle of an Escape,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q1405016,The Holy Girl,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q1799247,La bandera argentina,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q2338802,A Year Without Love,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q2368040,Un Argentino en New York,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q2633011,Whisky,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q2706071,Martﾃｭn (Hache),http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q23925082,Endless Poetry,http://www.wikidata.org/entity/Q298,Chile,9
http://www.wikidata.org/entity/Q3214034,La Ciﾃｩnaga,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q3393788,Rebellion in Patagonia,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q3415210,Of Love and Shadows,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q59065557,Bergman Island,http://www.wikidata.org/entity/Q155,Brazil,9
http://www.wikidata.org/entity/Q6462991,La Guerra Gaucha,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q8773893,The Dark Side of the Heart,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q18170368,Sand Dollars,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q18703903,Hawaii,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q18811593,Butterfly,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q6746181,Man Facing Southeast,http://www.wikidata.org/entity/Q414,Argentina,9
http://www.wikidata.org/entity/Q1439334,No se lo digas a nadie,http://www.wikidata.org/entity/Q419,Peru,9
http://www.wikidata.org/entity/Q429395,7 Boxes,http://www.wikidata.org/entity/Q733,Paraguay,9
http://www.wikidata.org/entity/Q16836818,Bad Hair,http://www.wikidata.org/entity/Q717,Venezuela,9
http://www.wikidata.org/entity/Q2758540,Our Lady of the Assassins,http://www.wikidata.org/entity/Q739,Colombia,9
http://www.wikidata.org/entity/Q19824753,Land and Shade,http://www.wikidata.org/entity/Q739,Colombia,9
http://www.wikidata.org/entity/Q3283322,Bye Bye Brasil,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q18416997,A Moonless Night,http://www.wikidata.org/entity/Q77,Uruguay,8
http://www.wikidata.org/entity/Q7729646,The Delay,http://www.wikidata.org/entity/Q77,Uruguay,8
http://www.wikidata.org/entity/Q3774333,25 Watts,http://www.wikidata.org/entity/Q77,Uruguay,8
http://www.wikidata.org/entity/Q942581,Violeta,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q1609621,BirdWatchers,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q1675632,O Quatrilho,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q2116986,Lower City,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q2185100,Estﾃｴmago,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q2456024,Linha de Passe,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q2698127,Orfeu,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q48671749,Hard Paint,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q600065,The Moon in the Mirror,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q108044502,7 Prisoners,http://www.wikidata.org/entity/Q155,Brazil,8
http://www.wikidata.org/entity/Q46916,Plumﾃｭferos,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q153534,Amalia,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q521538,Deathstalker,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q771955,The Girlfriend,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q4902898,Dark River,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q942581,Violeta,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q982396,The Fish Child,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q1138137,Chronicle of a Boy Alone,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q1324517,The Prize,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q1866381,Live at River Plate,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q2257505,The Wind Journeys,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q2593280,El perro,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q2599613,Lamb of God,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q942581,Violeta,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q1608079,Tony Manero,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q3053579,En la cama,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q3213635,The Life of Fish,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q4545880,A Cab for Three,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q48965005,Marilyn,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q3210370,The House of the Angel,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q3312274,ﾂ｡Tango!,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q7923130,Verﾃｳnico Cruz,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q6170075,"I, the Worst of All",http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q18416997,A Moonless Night,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q7361466,Roma,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q19820445,Paulina,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q65684108,The Prince,http://www.wikidata.org/entity/Q298,Chile,8
http://www.wikidata.org/entity/Q44113229,My Best Friend,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q48965005,Marilyn,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q63184493,End of the Century,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q1507689,Madeinusa,http://www.wikidata.org/entity/Q419,Peru,8
http://www.wikidata.org/entity/Q2314364,Captain Pantoja and the Special Services,http://www.wikidata.org/entity/Q419,Peru,8
http://www.wikidata.org/entity/Q3880781,October,http://www.wikidata.org/entity/Q419,Peru,8
http://www.wikidata.org/entity/Q65684108,The Prince,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q16637215,7th Floor,http://www.wikidata.org/entity/Q414,Argentina,8
http://www.wikidata.org/entity/Q50379607,Retablo,http://www.wikidata.org/entity/Q419,Peru,8
http://www.wikidata.org/entity/Q127376,The Strategy of the Snail,http://www.wikidata.org/entity/Q739,Colombia,8
http://www.wikidata.org/entity/Q2257505,The Wind Journeys,http://www.wikidata.org/entity/Q739,Colombia,8
http://www.wikidata.org/entity/Q18170231,Olvidados,http://www.wikidata.org/entity/Q750,Bolivia,8
http://www.wikidata.org/entity/Q26991331,Sealed Cargo,http://www.wikidata.org/entity/Q750,Bolivia,8
http://www.wikidata.org/entity/Q3102024,Madame Satﾃ｣,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q3284552,Bruna Surfistinha,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q3490852,Tieta of Agreste,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q4414346,Neighbouring Sounds,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q4711987,Rio 2096: A Story of Love and Fury,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q84022,Bossa Nova,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q6702741,"Lula, Son of Brazil",http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q613161,Bad Day to Go Fishing,http://www.wikidata.org/entity/Q77,Uruguay,7
http://www.wikidata.org/entity/Q474006,Amor Estranho Amor,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q1219329,The Clown,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q1576347,Macunaﾃｭma,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q14783869,Reaching for the Moon,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q10339193,The Great Mystical Circus,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q29832195,Gabriel and the Mountain,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q501189,The Journey,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q549661,High School Musical: El Desafﾃｭo,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q783014,Suddenly,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q823239,La antena,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q4469893,Prisioneros de la tierra,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q4663322,Aballay,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q4804885,Ashes of Paradise,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q4985548,Buenos Aires Vice Versa,http://www.wikidata.org/entity/Q414,Argentina,7
http://www.wikidata.org/entity/Q5153449,Common Places,http://www.wikidata.org/entity/Q414,Argentina,7
