Country,Amount,Date
"Gambia","$19,000.00",2014
"Uganda","$18,996.22",2014
"Philippines","$18,517.69",2014
"Lebanon","$18,500.00",2014
"Somalia","$18,500.00",2014
"Seychelles","$18,498.88",2014
"Nigeria","$18,015.53",2014
"Panama","$18,000.00",2014
"El Salvador","$18,000.00",2014
"Yemen","$18,000.00",2014
"Uruguay","$17,977.78",2014
"South Africa","$17,965.10",2014
"Qatar","$17,851.75",2014
"Oman","$17,789.61",2014
"Kuwait","$17,743.08",2014
"Mauritius","$17,733.22",2014
"Colombia","$17,512.87",2014
"Namibia","$17,304.93",2014
"Iraq","$17,000.00",2014
"Saudi Arabia","$16,398.44",2014
"Moldova","$16,140.87",2014
"Libya","$15,936.25",2014
"Ghana","$15,801.95",2014
"Mexico","$15,739.18",2014
"Cuba","$15,000.00",2014
"Zambia","$15,000.00",2014
"Tajikistan","$14,322.10",2013
"Pakistan","$14,289.80",2014
"Madagascar","$14,262.10",2014
"Chile","$14,184.40",2014
"Tanzania","$14,178.56",2014
"Swaziland","$12,498.26",2014
"India","$11,748.63",2014
"Rwanda","$7,700.00",2014
"Lesotho","$5,554.78",2014
