0,1,2,3,4
Azerbaijan,1.0,Fira Benenson,"Fira Benenson (14 April 1898 – 23 October 1977) was a Russian-born American fashion designer and dressmaker. After growing up in Baku and Saint Petersburg, her family left Russia at the end of World War I and relocated in London. Benenson grew up between London, Paris and New York City, immigrating to Manhattan in the late 1920s. Opening a dress shop, she gained a reputation as a designer and was hired by Bonwit Teller in 1934. When World War II prohibited participation in the Paris fashion industry, she and other American designers began creating their own fashion lines. Leaving Bonwit's in 1948, she operated her own company, designing into 1969 and inspiring a new generation of American designers.",https://en.wikipedia.org/wiki/Fira_Benenson
Bahrain,8.0,Rachel Peters,"Rachel Louise Peters-Villafuerte (born 20 October 1991) is a Filipino-British model, host, and beauty pageant titleholder who was crowned Miss Universe Philippines 2017. She represented the Philippines at the Miss Universe 2017 pageant and finished as a Top 10 semifinalist.",https://en.wikipedia.org/wiki/Rachel_Peters
Bangladesh,12.0,Rola,"Rola (ローラ, Rōra, born Eri Sato (佐藤えり, Sato Eri) on March 30, 1990) is a Japanese fashion model, TV personality, actress and singer. She is of Bangladeshi, Japanese and Russian descent as her father is Bangladeshi and her mother is three-quarters Japanese and one-quarter Russian. As a model, she is known for her regular appearances in the Japanese fashion magazine Vivi and in numerous commercials. Since 2011, Rola has also become widely known as a tarento (TV personality) appearing on Japanese television regularly and has one of the largest social media followings of any Japanese celebrity. Rola was represented by the management agency Libera in Japan.

",https://en.wikipedia.org/wiki/Rola_(model)
Belarus,17.0,Tanya Dziahileva,"Tatiana Dyagileva, known professionally as Tanya Dziahileva or Dyagileva or Diagileva (Belarusian: Таццяна (Таня) Дзягілева, Russian: Татьяна (Таня) Дягилева; born 4 June 1991) is a Belarusian model, artist, fashion designer, stylist, and fashion photographer.",https://en.wikipedia.org/wiki/Tanya_Dziahileva
Belize,3.0,Rebecca Stirm,"Rebecca Marie Stirm (born February 9, 1993) is an internationally renowned fashion designer from Belize. In 2012, she represented Belize in the prestigious ""Mission Catwalk"" which features top designers from around the Caribbean. She designs women's wear and handbags using locally sourced materials under the signature brand of ""Twig and Pearl"", formerly ""Rebecca Stirm Clothing"".",https://en.wikipedia.org/wiki/Rebecca_Stirm
Bhutan,2.0,Tsokye Tsomo Karchung,"Tsokye Tsomo Karchung (born August 20, 1984) is a Bhutanese actress and beauty pageant title holder who won Miss Bhutan 2008 and competed in Miss Earth 2008.  She is also the first Bhutanese woman to be crowned as Miss Bhutan. As an actress, she acted in many Bhutanese films including 'My Teacher, My World, Wai Lama Kencho and Meto Pema .
Tsokye made her debut with the movie, 'Sem Gawai Tasha' which was a big success. Movie critics praised her performance and was well received by the masses. For the movie, she won the Best debutant female award in 2012. This was followed by many successful movies such as Sharchogpa Zamin, Shhh... Galuya Malap, Miss Kota and Drukpa Kuenley.
Tsokye holds the record of winning National Fimfare Awards in the category of best actress for four consistent years. In 2016, she won the award for the movie Wai Lama Kencho, one of her own production. She is an active public figure and has become a role model for Bhutanese girls.Tsokye's latest movie, Thrung Thrung Karmo was released in December 2016. The movie was a recipient (awarded to three top movies) of the prestigious Prime Minister's Award at the Bhutan Film Awards 2017. Tsokye was also nominated for the Best Actress Award category.",https://en.wikipedia.org/wiki/Tsokye_Tsomo_Karchung
Bolivia,8.0,Jessica Jordan,"Jessica Anne Jordan Burton (born 6 May 1984) is a Bolivian-British politician, model and beauty pageant titleholder who was crowned Miss Bolivia 2007 and represented Bolivia at Miss Universe 2007 pageant in Mexico City.
Jessica is the only child of an English father and Bolivian mother, Aida Burton.  Her father, Andrew Keith Jordan is a petroleum engineer.  In addition to Bolivia, Jessica has also lived in England, Scotland, the US and Brazil.
In her youth Jessica was very interested in sport and traveling and her mother worried that she was a bit too 'tomboyish' and not 'girly' enough.  At about 16 years of age her mother enrolled her into modelling classes, which Jessica found she enjoyed. As a result, Jessica went on to participate in numerous fashion competitions in Europe the US and Mexico as well as having succeeded in many beauty competitions.  These include Miss Mundo Latina, which she won in Miami in 2003.   Jessica Jordan succeeded Desiree Durán who won the Miss Bolivia title in 2005, and Miss Bolivia Universe in 2006. In addition, she was crowned Reina Internacional del Café 2008.
Jessica had acquired an interest in politics from her mother and states that she always wanted to help her country.  Her beauty title gave her the opportunity to meet people of influence, which culminated in her meeting the country's president, Evo Morales.  President Morales invited Jessica to stand for governor in the very marginal constituency of Beni, in which the President's party Movimiento Al Socialismo (MAS) had previously lost by 25,000 votes.  Jessica did not win but obtained more than 60,000 votes, losing by 2,900 votes (having narrowed the gap).  She nonetheless obtained 40% of the votes.
After the election, the President asked Jordan to become the representative of the Agency for Macro-Regions and Border Zones (Agencia de las Macrorregiones y Zonas Fronterizas; Ademaf) in Beni. Critics say that this position puts her in competition with the elected governor. Jessica is responsible for a budget of US$700 million a year for Beni, to be spent on roads, nurseries, hospitals, etc.
In September 2012, the MAS renominated her as candidate for governor of Beni in the 2013 special election. Jordan was defeated by Carmelo Lens of the Beni First party, who won a 52.27% majority ahead of her second-place finish with 60,382 votes (44,35%).Jessica is very influential young women in Bolivia is now General Consul of Bolivia in New York.",https://en.wikipedia.org/wiki/Jessica_Jordan
Bosnia and Herzegovina,33.0,Andreja Pejić,"Andreja Pejić (; born 28 August 1991) is an Australian model and actress. Since coming out as a trans woman in 2013, she has become one of the most recognisable transgender models in the world.",https://en.wikipedia.org/wiki/Andreja_Peji%C4%87
Botswana,20.0,Mpule Kwelagobe,"Mpule Keneilwe Kwelagobe (born 14 November 1979) is a Motswana investor, businesswoman, model, and beauty queen who was crowned Miss Universe 1999. She was the first black African woman to win one of the Big Four international beauty pageants, the first woman from Botswana to win, and the first from a nation making their debut in nearly four decades. Kwelagobe had previously been crowned Miss Botswana 1997 and Miss Universe Botswana 1999, and competed in Miss World 1997.
Kwelagobe has been recognized as a human health rights activist, especially for her fight against HIV/AIDS and advocacy for youth and women to have greater access to sexual reproductive education and services. She is the co-founder of QuesS Capital LLC, a private equity firm with investments in financial services, renewable energy and agriculture in Africa and South Asia.",https://en.wikipedia.org/wiki/Mpule_Kwelagobe
Brazil,80.0,Gisele Bündchen,"Gisele Caroline Bündchen (Brazilian Portuguese: , German: , born 20 July 1980) is a Brazilian fashion model. Since 2001, she has been one of the highest-paid models in the world. In 2007, Bündchen was the 16th richest woman in the entertainment industry and earned the top spot on Forbes top-earning models list in 2012. In 2014, she was listed as the 89th Most Powerful Woman in the World by Forbes.Vogue credited Bündchen with ending the heroin chic era of modelling in 1999. Bündchen was a Victoria's Secret Angel from 1999 until 2006. She is credited with pioneering and popularizing the horse walk, a stomping movement created by a model lifting her knees high and kicking her feet to step. In 2007, Claudia Schiffer called Bündchen the only remaining supermodel. Bündchen has appeared on more than 1,200 magazine covers.Bündchen was nominated for Choice Movie Female Breakout Star and for Choice Movie Villain at the 2005 Teen Choice Awards for her supporting role in Taxi (2004). She had a supporting role in The Devil Wears Prada (2006) and was the executive producer of an educational environmental cartoon, Gisele & the Green Team, in 2010 to 2011.
In 2016, she appeared in the Emmy award-winning documentary series Years of Living Dangerously, in the episode ""Fueling the Fire"".
Bündchen's charitable endeavors include Save the Children, Red Cross and Doctors Without Borders. She has been a Goodwill Ambassador for the United Nations Environment Program since 2009.",https://en.wikipedia.org/wiki/Gisele_B%C3%BCndchen
Bulgaria,13.0,Vera Jordanova,"Vera Jordanova (Bulgarian Вера Йорданова) (born 28 August 1975) is a Bulgarian-Finnish cookbook author, model and actress.",https://en.wikipedia.org/wiki/Vera_Jordanova
Burundi,4.0,Leila Nda,"Leila Ndabirabe (born 26 June 1990), known as Leila Nda, is a Belgian fashion model.",https://en.wikipedia.org/wiki/Leila_Nda
Cambodia,3.0,Somnang Alyna,"Somnang Alyna (Khmer: សំណាង អាលីណា; born 24 February 2001) is a Cambodian model and beauty pageant titleholder who was crowned Miss Universe Cambodia 2019. As Miss Universe Cambodia, She represented Cambodia at the Miss Universe 2019 pageant, where she was failed to make into Top 20.",https://en.wikipedia.org/wiki/Somnang_Alyna
Cameroon,15.0,Mason Ewing,"Mason Cyrille Elong Ewing (born April 9, 1982) is a French, Cameroonian and American producer, director, scriptwriter and fashion designer living in France and the United States. Although he is blind, he has built a thriving business and artistic career.",https://en.wikipedia.org/wiki/Mason_Ewing
Canada,42.0,Linda Evangelista,"Linda Evangelista (Italian: ; born May 10, 1965) is a Canadian fashion model and one of the top supermodels from the 1990s. She is regarded as one of the most accomplished and influential models of all time, and has been featured on over 700 magazine covers. Evangelista is primarily known for being the longtime ""muse"" of photographer Steven Meisel, as well as for the phrase: ""We don't wake up for less than $10,000 a day."" She holds the record for her multiple appearances on the cover of Vogue Italia, all of which were photographed by Meisel.Evangelista's modelling career began in 1984 when she signed with Elite Model Management after having moved from her native Canada to New York City. Upon the suggestion of photographer Peter Lindbergh, Evangelista had her hair cut short in 1988. The haircut, nicknamed ""The Linda"", not only sparked many copies worldwide, but it also benefited Evangelista's career and helped usher in the era of the supermodel.Described as the ""chameleon"" of the fashion industry, and as a key figure among the five supermodels, Evangelista was one of the most famous women in the world during the late 1980s and throughout the 1990s.Unlike her colleagues, Evangelista chose not to diversify into other ventures outside of modelling. She retired from her career in 1998 and made a comeback three years later, this time working only sporadically. Her achievements as a model led to her being voted as ""The Greatest Supermodel of All Time"" by the viewers of the television show Fashion File in 2008.",https://en.wikipedia.org/wiki/Linda_Evangelista
Cape Verde,2.0,Vanny Reis,"Ivanilda (Vanny) Reis (born 13 October 1985 in Mindelo, Cape Verde) is the current holder of the titles Miss West Africa and Miss West Africa Cape Verde.",https://en.wikipedia.org/wiki/Vanny_Reis
Central African Republic,2.0,Adeline André,"Adeline André (pronounced , born in 1949) is a French fashion designer and the head of one of the ten haute couture design houses in Paris.",https://en.wikipedia.org/wiki/Adeline_Andr%C3%A9
Chile,13.0,Hil Hernández,"Hil Yesenia Hernández Escobar (born 1 December 1984) is a Chilean journalist, model, environmentalist, and beauty queen who won Miss Earth 2006 pageant becoming the first Chilean to win the coveted crown.",https://en.wikipedia.org/wiki/Hil_Hern%C3%A1ndez
Colombia,23.0,Paulina Vega,"Paulina Vega Dieppa (Spanish pronunciation: ; born 15 January 1993) is a Colombian television host, model and beauty queen crowned Miss Colombia 2013 and Miss Universe 2014. Vega is the second Miss Universe from Colombia.",https://en.wikipedia.org/wiki/Paulina_Vega
Costa Rica,7.0,Johanna Solano,"Johanna Solano López (born October 9, 1990) is a Costa Rican TV Host, model, actress, triathlete and ex beauty pageant titleholder who represented her country at Miss Universe 2011 and placed Top 10.",https://en.wikipedia.org/wiki/Johanna_Solano
Croatia,17.0,Ottavio Missoni,"Ottavio ""Tai"" Missoni (11 February 1921 – 9 May 2013) was the founder of the Italian fashion label Missoni and an Olympic hurdler who competed in the 1948 Summer Olympics. Along with his wife Rosita, he was part of the group of designers who launched Italian ready-to-wear in the 1950s, thereby ensuring the global success of Italian fashion.",https://en.wikipedia.org/wiki/Ottavio_Missoni
Cuba,22.0,Vida Guerra,"Vida Guerra (born March 19, 1974) is a Cuban-born American glamour model. Her first notable appearance was in the U.S. edition of FHM magazine in December 2002; since then, she has modeled for many other men's magazines.",https://en.wikipedia.org/wiki/Vida_Guerra
Cyprus,2.0,Nicolas Petrou,Nicolas Petrou is a Cypriot-American fashion designer and couturier based in New York City.,https://en.wikipedia.org/wiki/Nicolas_Petrou
Czech Republic,56.0,Ivana Trump,"Ivana Marie Trump (née Zelníčková, Czech: ; born February 20, 1949) is a Czech-American businesswoman, media personality, fashion designer, author, and former model.  She lived in Canada in the 1970s before migrating to the United States, where she married Donald Trump in 1977. She held key managerial positions in The Trump Organization as vice president of interior design, as CEO and president of Trump's Castle casino resort, and as manager of the Plaza Hotel. 
Ivana's divorce from Donald Trump, finalized in 1992, was the subject of extensive media coverage in the 1990s. Following the divorce, she developed her own lines of clothing, fashion jewelry, and beauty products which were sold on QVC London and the Home Shopping Network. Ivana wrote an advice column for Globe called ""Ask Ivana"" from 1995 through 2010 and has published several books including works of fiction, self-help, and an autobiography.",https://en.wikipedia.org/wiki/Ivana_Trump
Côte d’Ivoire,3.0,Loza Maléombho,"Loza Maléombho is an Ivorian American fashion designer. She was raised between Abidjan, Côte d'Ivoire (West Africa) and Silver Spring, Maryland (US). At age 13 she found interest in fashion while designing for her mother her aunts and her own school uniforms. In 2006 she graduated with a BFA in animation at the University of the Arts, Philadelphia. In order to gain further experience in fashion, she then moved to New York City, where she interned for designers Jill Stuart, Yigal Azrouël and Cynthia Rowley. In 2009 she launched her self-titled label.",https://en.wikipedia.org/wiki/Loza_Mal%C3%A9ombho
Republic of the Congo,13.0,Adama Ndiaye,"Adama Amanda Ndiaye is a Senegalese fashion designer. She also goes by the name Adama Paris, which is also the name of the label she owns and operates. Her pieces, which are manufactured in Morocco, can be found internationally, including in New York City, Tokyo, London and Paris. She is credited with starting Black Fashion Week.",https://en.wikipedia.org/wiki/Adama_Ndiaye
Denmark,33.0,Helena Christensen,"Helena Christensen (born 25 December 1968) is a Danish supermodel and photographer. She is a former Victoria's Secret Angel, clothing designer and beauty queen. Christensen was also the co-founder and original creative director for Nylon magazine, and she is a supporter of funding for breast cancer organizations and other philanthropic charities.",https://en.wikipedia.org/wiki/Helena_Christensen
Dominica,34.0,Óscar de la Renta,"Óscar Arístides Renta Fiallo (22 July 1932 – 20 October 2014), known professionally as Oscar de la Renta, was a Dominican fashion designer. Born in Santo Domingo, he was trained by Cristóbal Balenciaga and Antonio del Castillo. De la Renta became internationally known in the 1960s as one of the couturiers who dressed Jacqueline Kennedy. He worked for Lanvin and Balmain. His eponymous fashion house has boutiques around the world including in Harrods of London and Madison Avenue in New York.",https://en.wikipedia.org/wiki/Oscar_de_la_Renta
Ecuador,8.0,Olga Álava,"Olga Mercedes Álava Vargas (born 14 February 1988) is an Ecuadorian model, social, lifestyle entrepreneur, environmentalist and beauty queen. She became the first delegate from Ecuador to win the Miss Earth pageant.",https://en.wikipedia.org/wiki/Olga_%C3%81lava
Egypt,14.0,Antigone Costanda,"Antigone Costanda (Arabic: أنتيجون كوستان) (Greek: Αντιγόνη Κωνσταντά, born c. 1934 in Alexandria) is an Egyptian designer, model and beauty queen who won Miss World 1954. The pageant took place on October 18, 1954, in London, England with the participation of 16 contestants. In addition to Arabic, Costanda speaks Greek, English, Italian and French fluently. The Greek-Egyptian beauty was the first Miss Egypt candidate to win the title of Miss World for Egypt.According to Eric Morley's 1967 book, ""The Miss World Story"", Costanda was positively beaming as she claimed that her victory was also for the Miss World 1953 second runner-up status of Marina Papaelia.
The following year, during the 1955 Miss World beauty pageant held in London, Costanda did not attend the event because of political hostilities between Egypt and Britain over the Suez Canal. Neither did Miss Egypt 1954 Iolanda Gigliotti, later known as Dalida. British actress Eunice Gayson crowned Miss Venezuela as the new Miss World.
Prior to winning Miss World, Costanda was gaining experience in the modelling profession and was appearing in numerous publications. Winning Miss World further helped her to reach the top of her profession, becoming a successful model in the Middle East, France, Italy and Greece. Her career in later years moved into interior design. She ran a company designing the interior of business buildings. She was one of the judges at the Miss Egypt 2006 contest.",https://en.wikipedia.org/wiki/Antigone_Costanda
El Salvador,8.0,Ana Yancy Clavel,"Ana Yancy Clavel (born April 28, 1992) is a Salvadorian beauty pageant titleholder who was crowned Miss El Salvador in 2012. Clavel represented El Salvador in Miss Universe 2012.",https://en.wikipedia.org/wiki/Ana_Yancy_Clavel
Estonia,37.0,Carmen Kass,"Carmen Kass (born 14 September 1978) is an Estonian model and former political candidate. She has worked as the face of brands such as Versace, Yves Saint Laurent, Gucci, Valentino, Chanel, Calvin Klein, Ralph Lauren, Christian Dior, Givenchy, and, for ten consecutive years, Michael Kors. The American edition of Vogue declared her and Gisele Bündchen the two supermodels of the era in its January 2000 cover.Outside of modeling, Kass ran for the European Parliament in 2004 and was the president of the Estonian Chess Federation from 2004 to 2011.",https://en.wikipedia.org/wiki/Carmen_Kass
Eswatini,7.0,Tiffany Simelane,"Tiffany Simelane (1988 – August 17, 2009) was a beauty queen who represented Swaziland in Miss World 2008 in South Africa. Her reign began on July 26, 2008, and ended 22 days before she died.",https://en.wikipedia.org/wiki/Tiffany_Simelane
Ethiopia,34.0,Liya Kebede,"Liya Kebede (Amharic: ሊያ ከበደ; born 1 March 1978) is an Ethiopian-born model, maternal health advocate, clothing designer, and actress. She has appeared on the cover of Vogue three times.
Kebede has served as the WHO's Ambassador for Maternal, Newborn and Child Health since 2005.",https://en.wikipedia.org/wiki/Liya_Kebede
Fiji,1.0,Zoe McCracken,"Zoe McCracken is a  Fijian beauty pageant titleholder who was crowned as Miss Earth Fiji 2014  and will compete in Miss Earth 2014 to be held on 29 November at Manila, Philippines.",https://en.wikipedia.org/wiki/Zoe_McCracken
Finland,27.0,Anna Falchi,Anna Falchi (Italian pronunciation: ; born Anna Kristiina Palomäki; 22 April 1972) is a Finnish-Italian model and film actress.,https://en.wikipedia.org/wiki/Anna_Falchi
France,105.0,Coco Chanel,"Gabrielle Bonheur ""Coco"" Chanel ( shə-NEL; 19 August 1883 – 10 January 1971) was a French fashion designer and businesswoman. The founder and namesake of the Chanel brand, she was credited in the post-World War I era with popularizing a sporty, casual chic as the feminine standard of style. This replaced the ""corseted silhouette"" that was dominant beforehand with a style that was simpler, far less time consuming to put on and remove, more comfortable, and less expensive, all without sacrificing elegance. She is the only fashion designer listed on Time magazine's list of the 100 most influential people of the 20th century. A prolific fashion creator, Chanel extended her influence beyond couture clothing, realizing her aesthetic design in jewellery, handbags, and fragrance. Her signature scent, Chanel No. 5, has become an iconic product, and Chanel herself designed her famed interlocked-CC monogram, which has been in use since the 1920s.During the German occupation of France during World War II, Chanel was criticized for being too close to the German occupiers to boost her professional career; one of Chanel's liaisons was with a German diplomat, Baron (Freiherr) Hans Günther von Dincklage. After the war, Chanel was interrogated about her relationship with von Dincklage, but she was not charged as a collaborator due to intervention by British Prime Minister Winston Churchill. After several post-war years in Switzerland, she returned to Paris and revived her fashion house. In 2011, Hal Vaughan published a book about Chanel based on newly declassified documents, revealing that she had collaborated directly with the Nazi intelligence service, the Sicherheitsdienst. One plan in late 1943 was for her to carry an SS peace overture to Churchill to end the war.",https://en.wikipedia.org/wiki/Coco_Chanel
Gabon,2.0,Channa Divouvi,Channa Divouvi is a Gabonese beauty pageant titleholder who was crowned Winner Miss Gabon 2012 1st runner-up and she was represented Gabon at Miss International 2012 and Miss Universe 2012. After She designated as Miss Universe Gabon 2012.,https://en.wikipedia.org/wiki/Channa_Divouvi
Georgia,10.0,Demna Gvasalia,"Demna Gvasalia (Georgian: დემნა გვასალია dem-NAH gvah-SAH-lee-AH) is a Georgian fashion designer, currently the creative director of Balenciaga and the co-founder of Vetements.",https://en.wikipedia.org/wiki/Demna_Gvasalia
Germany,79.0,Karl Lagerfeld,"Karl Otto Lagerfeld (German pronunciation:  (listen); 10 September 1933 – 19 February 2019) was a German creative director, fashion designer, artist, photographer, and caricaturist.He was known as the creative director of the French fashion house Chanel, a position held from 1983 until his death, and was also creative director of the Italian fur and leather goods fashion house Fendi, and of his own eponymous fashion label. He collaborated on a variety of fashion and art-related projects.
Lagerfeld was recognized for his signature white hair, black sunglasses, fingerless gloves, and high, starched, detachable collars.",https://en.wikipedia.org/wiki/Karl_Lagerfeld
Ghana,9.0,Aisha Ayensu,"Aisha Ayensu is a Ghanaian award-winning fashion designer who is known to have designed outfits and stage costumes for Beyonce, Genevieve Nnaji, Jackie Appiah and Sandra ""Alexandrina"" Don-Arthur  She is the founder and Creative Director of Christie Brown, a Ghanaian fashion house. She was interviewed by Folu Storms and for the BBC World Service's radio programme and  listed as one of Forbes' Most Promising Entrepreneurs in 2016.",https://en.wikipedia.org/wiki/Aisha_Ayensu
Grenada,4.0,Vivian Burkhardt,"Vivian Charlott Burkhardt (born January 24, 1986) is a beauty queen who represented Grenada in Miss World 2007 in Sanya, People's Republic of China, where she placed as one of the semi-finalists.  Having graduated from The TA Marryshow Community College with an associate degree in Natural Science, she has completed her studies as a pre-med student at St. George's University. She received her bachelor's degree in Basic Medical Science, and completed her MD at St. George's University.
Vivian, who is half Grenadian and half German, was born in Germany and moved to the island of Grenada when she was 15 years old. She is fluent in German and English and knows some French. Among her major interests are alternative energy and the environment.",https://en.wikipedia.org/wiki/Vivian_Burkhardt
Guatemala,8.0,Isabella Springmuhl Tejada,"Isabella Springmuhl Tejada (nickname, Belita; born 23 February 1997) is a Guatemalan fashion designer. She is noted for reportedly being the first fashion designer to have Down syndrome. Her designs were showcased at the International Fashion Showcase segment of London Fashion Week in 2016. The same year she was voted one of the BBC 100 Women.",https://en.wikipedia.org/wiki/Isabella_Springmuhl_Tejada
Guinea,9.0,Katoucha Niane,"Katoucha Niane (23 October 1960 – 2 February 2008) was a Guinean model, activist and author. Nicknamed ""The Peul Princess"" (in reference to her ethnic Fula background), she worked, and later wrote, under the single name ""Katoucha"". She was known as the muse of Yves Saint Laurent during the 1980s.",https://en.wikipedia.org/wiki/Katoucha_Niane
Guyana,11.0,Shakira Caine,"Shakira, Lady Caine, (née Baksh; born 23 February 1947) is a Guyanese former actress and fashion model. She is married to English actor Michael Caine.",https://en.wikipedia.org/wiki/Shakira_Caine
Haiti,14.0,Jean Louis,"Jean Louis (born Jean Louis Berthault; October 5, 1907 in Paris, France – April 20, 1997 in Palm Springs, California) was a French-born, Hollywood costume designer and an Academy Award winner for Best Costume Design.",https://en.wikipedia.org/wiki/Jean_Louis
Honduras,14.0,María José Alvarado,"María José Alvarado Muñoz (19 July 1995 – 13 November 2014) was a Honduran model, TV host and beauty pageant titleholder who was Miss Honduras 2014.",https://en.wikipedia.org/wiki/Mar%C3%ADa_Jos%C3%A9_Alvarado
Hungary,39.0,Barbara Palvin,"Barbara Palvin (pronounced ; born 8 October 1993) is a Hungarian model. She first appeared in the Sports Illustrated Swimsuit Issue in 2016. In 2019, she became a Victoria's Secret Angel. She is also an Armani Beauty ambassador.",https://en.wikipedia.org/wiki/Barbara_Palvin
Iceland,24.0,Unnur Birna Vilhjálmsdóttir,"Unnur Birna Vilhjálmsdóttir (born 25 May 1984) is an Icelandic actress, lawyer, model and beauty queen who won Miss Iceland 2005 and later won Miss World 2005 pageant.",https://en.wikipedia.org/wiki/Unnur_Birna_Vilhj%C3%A1lmsd%C3%B3ttir
India,52.0,Lara Dutta,"Lara Dutta (born 16 April 1978) is an Indian actress, entrepreneur and the winner of the Miss Universe 2000 pageant. She was previously crowned as Miss Intercontinental 1997. In her career, she has primarily worked in Hindi films. She is the recipient of several accolades including a Filmfare Award. She established herself as one of the prominent leading lady of 2000s.
Dutta made her debut with Andaaz (2003), which won her a Filmfare Award for Best Female Debut. She appeared in several commercial successes, including Masti (2004), No Entry (2005), Bhagam Bhag (2006), Jhoom Barabar Jhoom (2007), Partner (2007), Housefull (2010), Chalo Dilli (2011), and Don 2 (2011). In 2021, she played Indira Gandhi in Bell Bottom, and received critical acclaim for her role.",https://en.wikipedia.org/wiki/Lara_Dutta
