0,1,2,3,4
Spain,39.0,Elsa Pataky,"Elsa Lafuente Medianu (pronounced ; born 18 July 1976), known professionally as Elsa Pataky, is a Spanish model and actress. Pataky is known for her role as Elena Neves in the Fast & Furious franchise. She has appeared in the films Snakes on a Plane (2006), Giallo (2009) and Give 'Em Hell, Malone (2009). She also starred in the Spanish film Di Di Hollywood (2010).",https://en.wikipedia.org/wiki/Elsa_Pataky
Sri Lanka,10.0,Anarkalli Aakarsha Jayatilaka,"Anarkali Akarsha (Sinhala: අනර්කලී ආකර්ෂා;born 12 July 1987,as Anarkali Janina Jayatilaka) is a Sri Lankan Film actress, model, singer, TV Host and a politician. She was crowned Miss Sri Lanka 2004 and represented Sri Lanka at the Miss World 2004 beauty pageant. She has worked as a brand ambassador & a fundraiser. She attended Colombo International School.",https://en.wikipedia.org/wiki/Anarkali_Akarsha
Palestinian Territories,2.0,Jamal Taslaq,Jamal Taslaq (born 1970) is a Palestinian high fashion designer living and working in Italy.,https://en.wikipedia.org/wiki/Jamal_Taslaq
Sudan,5.0,Ataui Deng,"Ataui-Deng Hopkins, also known as Ataui Deng (born 3 November 1991) is a Sudanese American model who began her fashion career at the age of 17 in 2008. As the niece of Alek Wek, she began her career linked to her more famous aunt though her youth quickly became the aspect that the media focused on. She is from the Dinka people of South Sudan, and left for San Antonio, Texas in 2004, just one year before the Second Sudanese Civil War came to an end. She currently lives in New York City.",https://en.wikipedia.org/wiki/Ataui_Deng
Suriname,3.0,Zoureena Rijger,"Zoureena Saviera Nazrul Rijger (born in Paramaribo, Suriname, on June 19, 1991) is a singer and beauty pageant titleholder who won Miss Suriname 2009.",https://en.wikipedia.org/wiki/Zoureena_Rijger
Sweden,52.0,Victoria Silvstedt,"Karin Victoria Silvstedt (born 19 September 1974) is a Swedish model, actress, singer, and television personality.",https://en.wikipedia.org/wiki/Victoria_Silvstedt
Switzerland,27.0,María Gabriela Isler,"María Gabriela de Jesús Isler Morales (born 21 March 1988) is a Venezuelan TV host, fashion model and beauty queen who was crowned Miss Universe 2013, gaining placement as the seventh Miss Universe of her country.
Isler is the founder of Universe of Blessings Fund, a charity organization devoted to female empowerment and counseling. In addition, Isler is currently the national director of Miss Venezuela, succeeding Osmel Sousa.",https://en.wikipedia.org/wiki/Gabriela_Isler
Syria,9.0,Alisar Ailabouni,"Alisar Ailabouni (Arabic: أليسار عيلبوني; born 21 March 1989) is a Syrian-born Austrian fashion model and the winner of Germany's Next Topmodel, Cycle 5.",https://en.wikipedia.org/wiki/Alisar_Ailabouni
Tanzania,17.0,Ida Ljungqvist,"Ida Ljungqvist (born September 27, 1981) is a Tanzanian-Swedish model and the first African-born person to be selected as a Playboy Playmate of the Month and the 50th Playmate of the Year.",https://en.wikipedia.org/wiki/Ida_Ljungqvist
Thailand,16.0,Apasra Hongsakula,"Apasra Hongsakula  (Thai: อาภัสรา หงสกุล, RTGS: Aphatsara Hongsakun, pronounced ; born January 16, 1947)  is a Thai businesswoman and beauty queen who won the title of Miss Universe 1965. She is a daughter of Group Captain Perm and Kayoon Hongsakula. She was the first woman from Thailand and the first Southeast Asian to win the Miss Universe title.",https://en.wikipedia.org/wiki/Apasra_Hongsakula
Bahamas,5.0,Celeste Marshall,"Celeste Marshall (born September 30, 1992) is a Bahamian model and national titleholder who won Miss Universe Bahamas 2012 and represented her country in the 2012 Miss Universe pageant.",https://en.wikipedia.org/wiki/Celeste_Marshall
Togo,4.0,Rebecca Ayoko,Rebecca Ayoko (born in Agogo around 1960) is an international catwalk model from Togo.,https://en.wikipedia.org/wiki/Rebecca_Ayoko
Trinidad & Tobago,14.0,Wendy Fitzwilliam,"Wendy Marcelle Fitzwilliam (born 4 October 1972) is a Trinidadian lawyer, actress, model, singer, TV Host and beauty queen who won Miss Trinidad and Tobago Universe 1998 became the second Miss Universe in history from Trinidad and Tobago and was the third woman of African heritage to capture the Miss Universe crown.",https://en.wikipedia.org/wiki/Wendy_Fitzwilliam
Tunisia,22.0,Azzedine Alaia,"Azzedine Alaïa (French: ; Arabic: عز الدين عليّة, romanized: ʿIzz ad-Dīn ʿAlayya, pronounced ; 26 February 1935 – 18 November 2017) was a Tunisian couturier and shoe designer, particularly successful beginning in the 1980s.",https://en.wikipedia.org/wiki/Azzedine_Ala%C3%AFa
Uganda,6.0,Kiara Kabukuru,"Kiara Kabukuru (born Alice Kabukuru, July 31, 1975) is a Ugandan-born American fashion model. Kabukuru is best known as a CoverGirl model.",https://en.wikipedia.org/wiki/Kiara_Kabukuru
Ukraine,21.0,Justine Pasek,"Yostin Lissette ""Justine"" Pasek Patiño (born 27 August 1979) is a Polish-Panamanian model, philanthropist and beauty queen who was crowned Miss Universe 2002. Originally the first runner-up at the Miss Universe 2002 competition, Pasek became the first ever runner-up to be crowned the winner after the dethronement of original winner Oxana Fedorova.",https://en.wikipedia.org/wiki/Justine_Pasek
United Arab Emirates,10.0,Ayyan,"Ayyan Ali (Urdu: ایان علی) is a Pakistani model and singer. She started modeling in 2010 and won the title of Best Female Emerging Model. She was nominated four times for the Lux Style Awards. In 2013, she clarified that she only wanted to be publicly referred to as ""Ayyan"" and not ""Ayyan Ali"".",https://en.wikipedia.org/wiki/Ayyan_(model)
United Kingdom,77.0,Naomi Campbell,"Naomi Elaine Campbell (born 22 May 1970) is a British model, actress, singer, and businesswoman. She began her career at the age of 15, and established herself amongst the most recognisable and in-demand models of the past four decades. Campbell was one of six models of her generation declared supermodels by the fashion industry and the international press.In addition to her modelling career, Campbell has embarked on other ventures, including an R&B studio album and several acting appearances in film and television, such as the modelling-competition reality show The Face and its international offshoots. Campbell is also involved in charity work for various causes.",https://en.wikipedia.org/wiki/Naomi_Campbell
Uruguay,13.0,Fatimih Dávila,"Fatimih Dávila Sosa (1 February 1988 – 2 May 2019) was a Uruguayan model and beauty queen who was the winner of Miss Universo Uruguay 2006, where she represented Punta del Este. Since she won the national pageant, she travelled to Los Angeles, USA to represent Uruguay in the 2006 Miss Universe pageant, which was held on 23 July 2006.",https://en.wikipedia.org/wiki/Fatimih_D%C3%A1vila
Uzbekistan,7.0,Hammasa Kohistani,"Hammasa Kohistani (Dari: حماسه کوهستانی, born 19 December 1987) is a British model of Afghan descent. She became the first Muslim beauty contestant to be crowned Miss England in 2005. She was crowned at the age of 18, following a two-day competition at Liverpool's Olympia Theatre on 3 September 2005, and was chosen from 40 contestants.",https://en.wikipedia.org/wiki/Hammasa_Kohistani
Vietnam,11.0,Hoàng Thùy,"Hoàng Thị Thùy or  Hoàng Thùy (pronounced  hwang-twee; born 15 March 1992) is a Vietnamese model and beauty pageant titleholder. She began her career in 2011, after winning cycle two of Vietnam's Next Top Model. Eight years later, she was sashed as Miss Universe Vietnam 2019 to represent Vietnam at Miss Universe 2019 and placed in the Top 20. She is often considered one of the most successful Vietnamese models on international runway as well as of Vietnamese 1990s-born model generation.",https://en.wikipedia.org/wiki/Ho%C3%A0ng_Th%C3%B9y
Zimbabwe,8.0,Mathira,"Mathira Mohammad better known as Mathira is a Pakistani-Zimbabwean model, dancer, television hostess, singer and actress. She has hosted several television shows and appeared in music videos. She is known for her Item songs in Main Hoon Shahid Afridi and the Indian Punjabi film Young Malang.",https://en.wikipedia.org/wiki/Mathira
Japan,36.0,Riyo Mori,"Riyo Mori (森 理世, Mori Riyo) (born December 24, 1986) is a Japanese actress, dancer, model and beauty queen who was crowned Miss Universe 2007 in Mexico City.[1]",https://en.wikipedia.org/wiki/Riyo_Mori
Belgium,24.0,Stella Maxwell,"Stella Maynes Maxwell (born 15 May 1990) is a Belgian-born Northern Irish-New Zealand LGBT activist and model. She became a Victoria's Secret Angel in 2015, and is also the face of the cosmetics brand Max Factor.",https://en.wikipedia.org/wiki/Stella_Maxwell
Greece,13.0,Irene Skliva,"Irene Skliva (Irini Skliva; Greek: Ειρήνη Σκλήβα; born April 4, 1978, in Athens, Greece) is a Greek model and beauty queen who was crowned Miss World 1996 in India.",https://en.wikipedia.org/wiki/Irene_Skliva
United States,81.0,Gisele Buendchen,"Gisele Caroline Bündchen (Brazilian Portuguese: [ʒiˈzɛli ˈbĩtʃẽ], German: [ˈbʏntçn̩], born 20 July 1980[4]) is a Brazilian fashion model. Since 2001, she has been one of the highest-paid models in the world.[5] In 2007, Bündchen was the 16th richest woman in the entertainment industry and earned the top spot on Forbes top-earning models list in 2012.[6][7] In 2014, she was listed as the 89th Most Powerful Woman in the World by Forbes.",https://en.wikipedia.org/wiki/Gisele_B%C3%BCndchen
Turkey,34.0,Azra Akin,"Azra Akın (born 8 December 1981) is a Turkish-Dutch actress, dancer, model and beauty queen who was crowned Miss World 2002 in London on December 7, 2002.",https://en.wikipedia.org/wiki/Azra_Ak%C4%B1n
