0,1,2
Uganda,46.0,Kasubi Tombs
Slovakia,46.0,Vlkolínec
Czech Republic,46.0,Villa Tugendhat
Cape Verde,46.0,Cidade Velha
Philippines,46.0,Puerto Princesa Subterranean River National Park
Colombia,46.0,Inca road system
Chile,46.0,Inca road system
South Korea,45.0,Changdeokgung
Mali,45.0,Tomb of Askia
Central African Republic,44.0,Manovo-Gounda St. Floris National Park
Mauritania,44.0,Banc d'Arguin National Park
Belize,44.0,Belize Barrier Reef
Kenya,43.0,Fort Jesus
Cyprus,43.0,Khirokitia
Malaysia,43.0,Kinabalu Park
Micronesia,43.0,Nan Madol
Cambodia,43.0,Preah Vihear Temple
Lebanon,43.0,Anjar
North Macedonia,42.0,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe
Albania,42.0,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe
New Zealand,42.0,Tongariro National Park
Seychelles,42.0,Aldabra
Guatemala,42.0,Quiriguá
Madagascar,42.0,Tsingy de Bemaraha Strict Nature Reserve
Kazakhstan,42.0,Mausoleum of Khoja Ahmed Yasawi
Bahrain,41.0,Qal’at al Bahrain
Uzbekistan,40.0,Itchan Kala
Laos,39.0,Plain of Jars
Guinea,39.0,Mount Nimba Strict Nature Reserve
El Salvador,39.0,Joya de Cerén
Serbia,38.0,Studenica monastery
Mongolia,38.0,Burkhan Khaldun
Cuba,38.0,Alexander von Humboldt National Park
Andorra,37.0,Madriu-Perafita-Claror Valley
Kyrgyzstan,37.0,Sulaiman-Too
Cameroon,37.0,Dja Faunal Reserve
Singapore,37.0,Singapore Botanic Gardens
Thailand,36.0,Ban Chiang
Benin,36.0,Royal Palaces of Abomey
North Korea,35.0,Goguryeo tombs
Oman,35.0,Bahla Fort
Togo,34.0,Koutammakou
Tajikistan,34.0,Pamir National Park
Israel,33.0,White City
Dominica,33.0,Morne Trois Pitons National Park
Panama,33.0,Darién National Park
Malawi,32.0,Lake Malawi National Park
Nigeria,32.0,Sukur
Mauritius,32.0,Aapravasi Ghat
Republic of the Congo,31.0,Sangha Trinational
Chad,30.0,Lakes of Ounianga
Suriname,29.0,Central Suriname Nature Reserve
Iraq,29.0,Citadel of Erbil
Solomon Islands,29.0,East Rennell
Haiti,28.0,Citadelle Laferrière
Ghana,27.0,"Forts and Castles, Volta, Greater Accra, Central and Western Regions"
Niger,27.0,Aïr and Ténéré National Nature Reserve
Papua New Guinea,27.0,Kuk Swamp
Nicaragua,27.0,León Cathedral
Yemen,24.0,Socotra Archipelago
Montenegro,24.0,The Venetian Works of defence between 15th and 17th centuries
Costa Rica,22.0,Area de Conservación Guanacaste World Heritage Site
Antigua & Barbuda,20.0,Nelson's Dockyard
Gabon,18.0,Ivindo National Park
Burkina Faso,17.0,Ruins of Loropéni
Dominican Republic,17.0,Colonial City of Santo Domingo
Kiribati,15.0,Phoenix Islands Protected Area
Lesotho,15.0,Maloti-Drakensberg Park
Morocco,13.0,Medina of Fez
Uruguay,12.0,"Cristo Obrero y Nuestra Señora de Lourdes, Estación Atlántida"
Barbados,10.0,Garrison Historic Area
Vanuatu,9.0,Chief Roi Mata’s Domain
Paraguay,6.0,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangüé
Armenia,6.0,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots
United Arab Emirates,4.0,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)"
Gambia,3.0,Stone Circles of Senegambia
Sudan,2.0,Archaeological Sites of the Island of Meroe
Fiji,2.0,Levuka Historical Port Town
Afghanistan,2.0,Cultural Landscape and Archaeological Remains of the Bamiyan Valley
Jamaica,1.0,Blue and John Crow Mountains
Luxembourg,1.0,City of Luxembourg its Old Quarters and Fortifications
Somalia,1.0,Q106185317
San Marino,0.0,San Marino Historic Centre and Mount Titano
Palau,0.0,Rock Islands Southern Lagoon
