scientist,scientistLabel,sitelinks,countryLabel,deathdate
http://www.wikidata.org/entity/Q44306,Salman Rushdie,111,India,
http://www.wikidata.org/entity/Q28614,Garry Kasparov,111,Russia,
http://www.wikidata.org/entity/Q57336,Ali Khamenei,110,Iran,
http://www.wikidata.org/entity/Q43416,Keanu Reeves,110,Lebanon,
http://www.wikidata.org/entity/Q4631,Mohamed Morsi,110,Egypt,2019-06-17T00:00:00Z
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,110,People's Republic of China,2017-07-13T00:00:00Z
http://www.wikidata.org/entity/Q39524,Gamal Abdel Nasser,109,Egypt,1970-09-28T00:00:00Z
http://www.wikidata.org/entity/Q47059,Aishwarya Rai Bachchan,109,India,
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,109,Russia,
http://www.wikidata.org/entity/Q155979,Alexei Navalny,108,Russia,
http://www.wikidata.org/entity/Q131248,Lee Kuan Yew,108,Singapore,2015-03-23T00:00:00Z
http://www.wikidata.org/entity/Q42852,Abdullah Gﾃｼl,106,Turkey,
http://www.wikidata.org/entity/Q43944,Hamid Karzai,105,Afghanistan,
http://www.wikidata.org/entity/Q43969,Muhammad Yunus,105,Bangladesh,
http://www.wikidata.org/entity/Q457786,Rodrigo Duterte,105,Philippines,
http://www.wikidata.org/entity/Q11666,Maria Sharapova,105,Russia,
http://www.wikidata.org/entity/Q57394,Nursultan Nazarbayev,105,Kazakhstan,
http://www.wikidata.org/entity/Q76127,Sukarno,105,Indonesia,1970-06-21T00:00:00Z
http://www.wikidata.org/entity/Q57298,Abdullah of Saudi Arabia,104,Saudi Arabia,2015-01-23T00:00:00Z
http://www.wikidata.org/entity/Q41914,Manmohan Singh,104,India,
http://www.wikidata.org/entity/Q180795,Mohammad Khatami,103,Iran,
http://www.wikidata.org/entity/Q202943,Brahmagupta,102,India,0665-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8998,Mo Yan,102,People's Republic of China,
http://www.wikidata.org/entity/Q18143,Gao Xingjian,102,People's Republic of China,
http://www.wikidata.org/entity/Q3318231,Joko Widodo,102,Indonesia,
http://www.wikidata.org/entity/Q134456,Yukio Mishima,101,Japan,1970-11-25T00:00:00Z
http://www.wikidata.org/entity/Q272855,Kazuo Ishiguro,101,Japan,
http://www.wikidata.org/entity/Q34060,Yizhak Rabin,101,Israel,1995-11-04T00:00:00Z
http://www.wikidata.org/entity/Q233984,Tsai Ing-wen,101,Taiwan,
http://www.wikidata.org/entity/Q21001,Moon Jae-in,101,South Korea,
http://www.wikidata.org/entity/Q285536,Imelda Marcos,101,Philippines,
http://www.wikidata.org/entity/Q1480,Corazon Aquino,101,Philippines,2009-08-01T00:00:00Z
http://www.wikidata.org/entity/Q1459658,Viktor Yanukovych,101,Russia,
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,100,Iran,
http://www.wikidata.org/entity/Q160554,Mohammad Ali Jinnah,100,Pakistan,1948-09-11T00:00:00Z
http://www.wikidata.org/entity/Q48231,Idi Amin,100,Saudi Arabia,2003-08-16T00:00:00Z
http://www.wikidata.org/entity/Q80510,Alla Pugacheva,100,Russia,
http://www.wikidata.org/entity/Q18391,Elie Wiesel,99,Israel,2016-07-02T00:00:00Z
http://www.wikidata.org/entity/Q12237722,Layal Abboud,99,Lebanon,
http://www.wikidata.org/entity/Q138048,Park Geun-hye,99,South Korea,
http://www.wikidata.org/entity/Q307871,Abdel Fattah el-Sisi,99,Egypt,
http://www.wikidata.org/entity/Q179266,Jiddu Krishnamurti,99,India,1986-02-17T00:00:00Z
http://www.wikidata.org/entity/Q44819,Suharto,99,Indonesia,2008-01-27T00:00:00Z
http://www.wikidata.org/entity/Q128245,Mohammad Reza Pahlavi,98,Iran,1980-07-27T00:00:00Z
http://www.wikidata.org/entity/Q40495,Pervez Musharraf,98,Pakistan,
http://www.wikidata.org/entity/Q548733,Vajiralongkorn I of Thailand,98,Thailand,
http://www.wikidata.org/entity/Q4593,Rajiv Gandhi,98,India,1991-05-21T00:00:00Z
http://www.wikidata.org/entity/Q60429,C. V. Raman,97,India,1970-11-21T00:00:00Z
http://www.wikidata.org/entity/Q55400,Hayao Miyazaki,96,Japan,
http://www.wikidata.org/entity/Q57464,Abdullah II of Jordan,96,Jordan,
http://www.wikidata.org/entity/Q181383,Mahathir Mohamad,96,Malaysia,
http://www.wikidata.org/entity/Q45747,Viswanathan Anand,96,India,
http://www.wikidata.org/entity/Q132489,Amartya Sen,96,India,
http://www.wikidata.org/entity/Q158957,Priyanka Chopra,96,India,
http://www.wikidata.org/entity/Q34580,Ichirﾅ・ Mizuki,95,Japan,
http://www.wikidata.org/entity/Q22007112,Nadia Murad Basee,94,Iraq,
http://www.wikidata.org/entity/Q1785,Charles Aznavour,94,Armenia,2018-10-01T00:00:00Z
http://www.wikidata.org/entity/Q122465,Yoshihide Suga,93,Japan,
http://www.wikidata.org/entity/Q83488,Mesut ﾃ・zil,93,Turkey,
http://www.wikidata.org/entity/Q106508,Gﾃｩrard Depardieu,93,Russia,
http://www.wikidata.org/entity/Q57446,Pranab Mukherjee,93,India,2020-08-31T00:00:00Z
http://www.wikidata.org/entity/Q367825,Salman of Saudi Arabia,92,Saudi Arabia,
http://www.wikidata.org/entity/Q20150,Psy,92,South Korea,
http://www.wikidata.org/entity/Q167573,Mikhail Kalashnikov,92,Russia,2013-12-23T00:00:00Z
http://www.wikidata.org/entity/Q232458,Natalia Oreiro,92,Russia,
http://www.wikidata.org/entity/Q9543,Salman Khan,92,India,
http://www.wikidata.org/entity/Q9557,Aamir Khan,92,India,
http://www.wikidata.org/entity/Q17410,Zhou Enlai,92,People's Republic of China,1976-01-08T00:00:00Z
http://www.wikidata.org/entity/Q14356,Park Chung-hee,91,South Korea,1979-10-26T00:00:00Z
http://www.wikidata.org/entity/Q103774,Ravi Shankar,91,India,2012-12-11T00:00:00Z
http://www.wikidata.org/entity/Q151929,Eduard Shevardnadze,91,Georgia,2014-07-07T00:00:00Z
http://www.wikidata.org/entity/Q612803,Serzh Sargsyan,91,Armenia,
http://www.wikidata.org/entity/Q80095,Kenzaburﾅ・ ﾅ・e,90,Japan,
http://www.wikidata.org/entity/Q469925,Ghil'ad Zuckermann,90,Israel,
http://www.wikidata.org/entity/Q9513,A. P. J. Abdul Kalam,90,India,2015-07-27T00:00:00Z
http://www.wikidata.org/entity/Q80732,Tenzing Norgay,89,Nepal,1986-05-09T00:00:00Z
http://www.wikidata.org/entity/Q47122,Enrique Iglesias,89,Philippines,
http://www.wikidata.org/entity/Q80732,Tenzing Norgay,89,India,1986-05-09T00:00:00Z
http://www.wikidata.org/entity/Q57558,Islam Karimov,89,Uzbekistan,2016-09-02T00:00:00Z
http://www.wikidata.org/entity/Q130873,Menachem Begin,88,Israel,1992-03-09T00:00:00Z
http://www.wikidata.org/entity/Q484292,Chinghiz Aitmatov,88,Kyrgyzstan,2008-06-10T00:00:00Z
http://www.wikidata.org/entity/Q1110560,Umm Kulthum,88,Egypt,1975-02-03T00:00:00Z
http://www.wikidata.org/entity/Q47854,Pratibha Patil,88,India,
http://www.wikidata.org/entity/Q117012,Yoko Ono,87,Japan,
http://www.wikidata.org/entity/Q172388,Ashraf Ghani,87,Islamic Republic of Afghanistan,
http://www.wikidata.org/entity/Q133042,Shmuel Yosef Agnon,87,Israel,1970-02-17T00:00:00Z
http://www.wikidata.org/entity/Q52183,Sheikh Hasina,87,Pakistan,
http://www.wikidata.org/entity/Q46868,I. M. Pei,87,Taiwan,2019-05-16T00:00:00Z
http://www.wikidata.org/entity/Q57530,Gurbanguly Berdimuhamedow,87,Turkmenistan,
http://www.wikidata.org/entity/Q52183,Sheikh Hasina,87,Bangladesh,
http://www.wikidata.org/entity/Q1257,Boutros Boutros-Ghali,87,Egypt,2016-02-16T00:00:00Z
http://www.wikidata.org/entity/Q148285,Rajneesh,87,India,1990-01-19T00:00:00Z
http://www.wikidata.org/entity/Q18111,Li Keqiang,87,People's Republic of China,
http://www.wikidata.org/entity/Q174231,Emperor Meiji,86,Japan,1912-07-30T00:00:00Z
http://www.wikidata.org/entity/Q186326,Ryﾅｫnosuke Akutagawa,86,Japan,1927-07-24T00:00:00Z
http://www.wikidata.org/entity/Q2821724,Abu Bakr al-Baghdadi,86,Iraq,2019-10-27T00:00:00Z
http://www.wikidata.org/entity/Q104622,Tawakel Karman,86,Yemen,
http://www.wikidata.org/entity/Q45785,Kim Dae-jung,86,South Korea,2009-08-18T00:00:00Z
http://www.wikidata.org/entity/Q57376,Jigme Khesar Namgyel Wangchuck,86,Bhutan,
http://www.wikidata.org/entity/Q58217,Sergey Lavrov,86,Russia,
http://www.wikidata.org/entity/Q151509,Ibn Saud,85,Saudi Arabia,1953-11-09T00:00:00Z
http://www.wikidata.org/entity/Q123665,Gloria Macapagal Arroyo,85,Philippines,
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,85,Russia,2006-10-07T00:00:00Z
http://www.wikidata.org/entity/Q892014,Qasem Soleimani,84,Iran,2020-01-03T00:00:00Z
http://www.wikidata.org/entity/Q1771279,Maryam Mirzakhani,84,Iran,2017-07-14T00:00:00Z
http://www.wikidata.org/entity/Q185654,Gal Gadot,84,Israel,
http://www.wikidata.org/entity/Q57373,Asif Ali Zardari,84,Pakistan,
http://www.wikidata.org/entity/Q131355,Zulfiqar Ali Bhutto,84,Pakistan,1979-04-04T00:00:00Z
http://www.wikidata.org/entity/Q51101,Jolin Tsai,84,Taiwan,
http://www.wikidata.org/entity/Q58198,Ahmet Davutoﾄ・lu,84,Turkey,
http://www.wikidata.org/entity/Q462843,Tu Youyou,84,People's Republic of China,
http://www.wikidata.org/entity/Q170576,Milla Jovovich,84,Russia,
http://www.wikidata.org/entity/Q16597,Jiang Zemin,84,People's Republic of China,
http://www.wikidata.org/entity/Q16628,Wen Jiabao,84,People's Republic of China,
http://www.wikidata.org/entity/Q363846,Boris Nemtsov,84,Russia,2015-02-27T00:00:00Z
http://www.wikidata.org/entity/Q3506475,Rajnath Singh,84,India,
http://www.wikidata.org/entity/Q155777,Hideki Yukawa,83,Japan,1981-09-08T00:00:00Z
http://www.wikidata.org/entity/Q93181,Ehud Olmert,83,Israel,
http://www.wikidata.org/entity/Q57331,Qaboos bin Said Al Said,83,Oman,2020-01-11T00:00:00Z
http://www.wikidata.org/entity/Q171684,Rhee Syng-man,83,South Korea,1965-07-19T00:00:00Z
http://www.wikidata.org/entity/Q192111,Yun Chi-ho,83,South Korea,1945-12-06T00:00:00Z
http://www.wikidata.org/entity/Q233289,Atal Bihari Vajpayee,83,India,2018-08-16T00:00:00Z
http://www.wikidata.org/entity/Q157451,Heydar Aliyev,83,Azerbaijan,2003-12-12T00:00:00Z
http://www.wikidata.org/entity/Q57808,Shavkat Mirziyoyev,83,Uzbekistan,
http://www.wikidata.org/entity/Q3111264,Pran,83,India,2013-07-12T00:00:00Z
http://www.wikidata.org/entity/Q132596,Tarﾅ・ Asﾅ・,82,Japan,
http://www.wikidata.org/entity/Q155164,Imran Khan,82,Pakistan,
http://www.wikidata.org/entity/Q15137813,Yun Hyon-seok,82,South Korea,2003-04-26T00:00:00Z
http://www.wikidata.org/entity/Q170515,Omar Sharif,82,Egypt,2015-07-10T00:00:00Z
http://www.wikidata.org/entity/Q131674,Anatoly Karpov,82,Russia,
http://www.wikidata.org/entity/Q156349,Sarvepalli Radhakrishnan,82,India,1975-04-17T00:00:00Z
http://www.wikidata.org/entity/Q184885,Kareena Kapoor,82,India,
http://www.wikidata.org/entity/Q192207,Aurobindo Ghosh,82,India,1950-12-05T00:00:00Z
http://www.wikidata.org/entity/Q42904,Dima Bilan,82,Russia,
http://www.wikidata.org/entity/Q47846,Naoto Kan,81,Japan,
http://www.wikidata.org/entity/Q130852,Jun'ichirﾅ・ Koizumi,81,Japan,
http://www.wikidata.org/entity/Q193344,Miyamoto Musashi,81,Japan,1645-06-13T00:00:00Z
http://www.wikidata.org/entity/Q483672,Ali Abdullah Saleh,81,Yemen,2017-12-04T00:00:00Z
http://www.wikidata.org/entity/Q1264,U Thant,81,Myanmar,1974-11-25T00:00:00Z
http://www.wikidata.org/entity/Q28189,Abdus Salam,81,Pakistan,1996-11-21T00:00:00Z
http://www.wikidata.org/entity/Q103268,Gregory III,81,Syria,0741-12-02T00:00:00Z
http://www.wikidata.org/entity/Q118725,Hafez al-Assad,81,Syria,2000-06-10T00:00:00Z
http://www.wikidata.org/entity/Q82918,Saparmurat Niyazov,81,Turkmenistan,2006-12-21T00:00:00Z
http://www.wikidata.org/entity/Q1500,Josﾃｩ Rizal,81,Philippines,1896-12-30T00:00:00Z
http://www.wikidata.org/entity/Q104668,Vitaly Ginzburg,81,Russia,2009-11-08T00:00:00Z
http://www.wikidata.org/entity/Q163225,Sonia Gandhi,81,India,
http://www.wikidata.org/entity/Q7426,Ada Yonath,80,Israel,
http://www.wikidata.org/entity/Q160726,Ang Lee,80,Taiwan,
http://www.wikidata.org/entity/Q57670,Yingluck Shinawatra,80,Thailand,
http://www.wikidata.org/entity/Q6583188,Pumpuang Duangjan,80,Thailand,1992-06-13T00:00:00Z
http://www.wikidata.org/entity/Q14345,Roh Moo-hyun,80,South Korea,2009-05-23T00:00:00Z
http://www.wikidata.org/entity/Q151729,Sﾃｼleyman Demirel,80,Turkey,2015-06-17T00:00:00Z
http://www.wikidata.org/entity/Q41074,Ram Narayan,80,India,
http://www.wikidata.org/entity/Q57319,Norodom Sihamoni,80,Cambodia,
http://www.wikidata.org/entity/Q16845347,Ram Nath Kovind,80,India,
http://www.wikidata.org/entity/Q1262052,Jamal Khashoggi,79,Saudi Arabia,2018-10-02T00:00:00Z
http://www.wikidata.org/entity/Q82199,Hande Yener,79,Turkey,
http://www.wikidata.org/entity/Q186316,Ayman al-Zawahiri,79,Egypt,
http://www.wikidata.org/entity/Q1137062,Jack Ma,79,People's Republic of China,
http://www.wikidata.org/entity/Q212801,Arundhati Roy,79,India,
http://www.wikidata.org/entity/Q1978163,Nikolai Noskov,79,Russia,
http://www.wikidata.org/entity/Q47780,Zaha Hadid,78,Iraq,2016-03-31T00:00:00Z
http://www.wikidata.org/entity/Q131120,Anna Kournikova,78,Russia,
http://www.wikidata.org/entity/Q154269,Alexey Leonov,78,Russia,2019-10-11T00:00:00Z
http://www.wikidata.org/entity/Q188671,Preity Zinta,78,India,
http://www.wikidata.org/entity/Q76179,Megawati Sukarnoputri,78,Indonesia,
http://www.wikidata.org/entity/Q160847,Hideki Tojo,77,Japan,1948-12-23T00:00:00Z
http://www.wikidata.org/entity/Q134068,Nawaz Sharif,77,Pakistan,
http://www.wikidata.org/entity/Q191375,Sheikh Mujibur Rahman,77,Pakistan,1975-08-15T00:00:00Z
http://www.wikidata.org/entity/Q179910,Vﾃｵ Nguyﾃｪn Giﾃ｡p,77,Vietnam,2013-10-04T00:00:00Z
http://www.wikidata.org/entity/Q191375,Sheikh Mujibur Rahman,77,Bangladesh,1975-08-15T00:00:00Z
http://www.wikidata.org/entity/Q57327,Hassanal Bolkiah,77,Brunei,
http://www.wikidata.org/entity/Q184906,Nﾃ｢zﾄｱm Hikmet,77,Turkey,1963-06-03T00:00:00Z
http://www.wikidata.org/entity/Q178865,Mikhail Botvinnik,77,Russia,1995-05-05T00:00:00Z
http://www.wikidata.org/entity/Q57405,Susilo Bambang Yudhoyono,77,Indonesia,
http://www.wikidata.org/entity/Q160318,Norodom Sihanouk,77,Cambodia,2012-10-15T00:00:00Z
http://www.wikidata.org/entity/Q131077,Yukio Hatoyama,76,Japan,
http://www.wikidata.org/entity/Q488200,Fethullah Gﾃｼlen,76,Turkey,
http://www.wikidata.org/entity/Q133308,Mohamed ElBaradei,76,Egypt,
http://www.wikidata.org/entity/Q183279,Zhores Alferov,76,Russia,2019-03-01T00:00:00Z
http://www.wikidata.org/entity/Q188128,Alexei Abrikosov,76,Russia,2017-03-29T00:00:00Z
http://www.wikidata.org/entity/Q485557,Rani Mukherjee,76,India,
http://www.wikidata.org/entity/Q4298520,Mikhail Mishustin,76,Russia,
http://www.wikidata.org/entity/Q101137,Yasuo Fukuda,75,Japan,
http://www.wikidata.org/entity/Q171977,Tokugawa Ieyasu,75,Japan,1616-06-01T00:00:00Z
http://www.wikidata.org/entity/Q186111,Akbar Hashemi Rafsanjani,75,Iran,2017-01-08T00:00:00Z
http://www.wikidata.org/entity/Q204487,Zine El Abidine Ben Ali,75,Saudi Arabia,2019-09-19T00:00:00Z
http://www.wikidata.org/entity/Q383197,Jintara Poonlarp,75,Thailand,
http://www.wikidata.org/entity/Q180280,Turgut ﾃ・zal,75,Turkey,1993-04-17T00:00:00Z
http://www.wikidata.org/entity/Q183297,ﾄｰsmet ﾄｰnﾃｶnﾃｼ,75,Turkey,1973-12-25T00:00:00Z
http://www.wikidata.org/entity/Q3442375,Kailash Satyarthi,75,India,
http://www.wikidata.org/entity/Q57647,Yoshihiko Noda,74,Japan,
http://www.wikidata.org/entity/Q179871,Eisaku Satﾅ・,74,Japan,1975-06-03T00:00:00Z
http://www.wikidata.org/entity/Q202054,Keisuke Honda,74,Japan,
http://www.wikidata.org/entity/Q16193958,Bidya Devi Bhandari,74,Nepal,
http://www.wikidata.org/entity/Q6892571,Mohammad bin Salman,74,Saudi Arabia,
http://www.wikidata.org/entity/Q181369,Chen-ning Yang,74,Taiwan,
http://www.wikidata.org/entity/Q199633,Selim III,74,Turkey,1808-07-29T00:00:00Z
http://www.wikidata.org/entity/Q45789,Satyendra Nath Bose,74,India,1974-02-04T00:00:00Z
http://www.wikidata.org/entity/Q181369,Chen-ning Yang,74,People's Republic of China,
http://www.wikidata.org/entity/Q6319,Yelena Isinbayeva,74,Russia,
http://www.wikidata.org/entity/Q84423,Martin Buber,73,Israel,1965-06-13T00:00:00Z
http://www.wikidata.org/entity/Q2484404,Yuval Noah Harari,73,Israel,
http://www.wikidata.org/entity/Q57366,Emomali Rahmon,73,Tajikistan,
http://www.wikidata.org/entity/Q14342,Lee Myung-bak,73,South Korea,
http://www.wikidata.org/entity/Q9550,Katrina Kaif,73,India,
http://www.wikidata.org/entity/Q185152,Puyi,73,People's Republic of China,1967-10-17T00:00:00Z
http://www.wikidata.org/entity/Q218435,Zviad Gamsakhurdia,73,Georgia,1993-12-31T00:00:00Z
http://www.wikidata.org/entity/Q200881,Kassym-Jomart Tokayev,73,Kazakhstan,
http://www.wikidata.org/entity/Q39318,Naftali Bennett mother fucker,72,Israel,
http://www.wikidata.org/entity/Q183187,Fahd bin Abdulaziz Al Saud,72,Saudi Arabia,2005-08-01T00:00:00Z
http://www.wikidata.org/entity/Q217167,"King Faisal bin Abdulaziz Al Saud, King of the Kingdom of Saudi Arabia",72,Saudi Arabia,1975-03-25T00:00:00Z
http://www.wikidata.org/entity/Q463945,Teresa Teng,72,Taiwan,1995-05-08T00:00:00Z
http://www.wikidata.org/entity/Q164373,Thaksin Shinawatra,72,Thailand,
http://www.wikidata.org/entity/Q57407,Truong Tan Sang,72,Vietnam,
http://www.wikidata.org/entity/Q200029,Ahmad Shah Massoud,72,Afghanistan,2001-09-09T00:00:00Z
http://www.wikidata.org/entity/Q117346,Grigori Perelman,72,Russia,
http://www.wikidata.org/entity/Q177310,Boris Spassky,72,Russia,
http://www.wikidata.org/entity/Q312551,Kabir,72,India,1518-01-01T00:00:00Z
http://www.wikidata.org/entity/Q128725,Hidetoshi Nakata,71,Japan,
http://www.wikidata.org/entity/Q133040,Alberto Fujimori,71,Japan,
http://www.wikidata.org/entity/Q455854,Reuven Rivlin,71,Israel,
http://www.wikidata.org/entity/Q1464,Benigno Aquino III,71,Philippines,2021-06-24T00:00:00Z
http://www.wikidata.org/entity/Q83552,Alexander Prokhorov,71,Russia,2002-01-08T00:00:00Z
http://www.wikidata.org/entity/Q161092,Vladimir Kramnik,71,Russia,
http://www.wikidata.org/entity/Q9488,Sachin,71,India,
http://www.wikidata.org/entity/Q147395,Kajol,71,India,
http://www.wikidata.org/entity/Q159178,Deepika Padukone,71,India,
http://www.wikidata.org/entity/Q197736,Rajendra Prasad,71,India,1963-02-28T00:00:00Z
http://www.wikidata.org/entity/Q13107337,Giorgi Marghvilashvili,71,Georgia,
http://www.wikidata.org/entity/Q57643,Lee Hsien Loong,71,Singapore,
http://www.wikidata.org/entity/Q154708,Shinji Kagawa,70,Japan,
http://www.wikidata.org/entity/Q115243,Amin Maalouf,70,Lebanon,
http://www.wikidata.org/entity/Q1059948,Khalifa bin Zayed Al Nahyan,70,United Arab Emirates,
http://www.wikidata.org/entity/Q83557,Nikolay Basov,70,Russia,2001-07-01T00:00:00Z
http://www.wikidata.org/entity/Q297736,Yevgeny Yevtushenko,70,Russia,2017-04-01T00:00:00Z
http://www.wikidata.org/entity/Q9455,Vallabhbhai Patel,70,India,1950-12-15T00:00:00Z
http://www.wikidata.org/entity/Q233748,Akshay Kumar,70,India,
http://www.wikidata.org/entity/Q2112764,Nikos Anastasiades,70,Cyprus,
http://www.wikidata.org/entity/Q93153,Armen Sarkissian,70,Armenia,
http://www.wikidata.org/entity/Q155773,Masatoshi Koshiba,69,Japan,2020-11-12T00:00:00Z
http://www.wikidata.org/entity/Q359480,Fumio Kishida,69,Japan,
http://www.wikidata.org/entity/Q18735049,Mia Khalifa,69,Lebanon,
http://www.wikidata.org/entity/Q57338,Mahinda Rajapaksa,69,Sri Lanka,
http://www.wikidata.org/entity/Q156347,Lata Mangeshkar,69,India,
