samplepainter,country,countryLabel,numsitelinks,painterlabel
http://www.wikidata.org/entity/Q39072278,http://www.wikidata.org/entity/Q17012,Guadeloupe,1,Les Vikings de la Guadeloupe
http://www.wikidata.org/entity/Q66370279,http://www.wikidata.org/entity/Q971,Republic of the Congo,2,Les Bantous de la capitale
http://www.wikidata.org/entity/Q85638586,http://www.wikidata.org/entity/Q212,Ukraine,35,Go_A
http://www.wikidata.org/entity/Q1537859,http://www.wikidata.org/entity/Q193714,Mandatory Palestine,7,Rockfour
http://www.wikidata.org/entity/Q182032,http://www.wikidata.org/entity/Q252,Indonesia,20,JKT48
http://www.wikidata.org/entity/Q481487,http://www.wikidata.org/entity/Q2415901,Allied-occupied Germany,8,Ton Steine Scherben
http://www.wikidata.org/entity/Q393151,http://www.wikidata.org/entity/Q399,Armenia,33,Inga and Anush Arshakyan
http://www.wikidata.org/entity/Q110309306,http://www.wikidata.org/entity/Q1387,Rhode Island,0,Copacetics
http://www.wikidata.org/entity/Q13580495,http://www.wikidata.org/entity/Q884,South Korea,90,BTS
http://www.wikidata.org/entity/Q85230489,http://www.wikidata.org/entity/Q37,Lithuania,52,The Roop
http://www.wikidata.org/entity/Q104217615,http://www.wikidata.org/entity/Q1384,New York,0,Attila
http://www.wikidata.org/entity/Q100323015,http://www.wikidata.org/entity/Q84,London,1,London All Star
http://www.wikidata.org/entity/Q104602736,http://www.wikidata.org/entity/Q80269,Zacatecas,0,Los Retoños del Rio
http://www.wikidata.org/entity/Q110284500,http://www.wikidata.org/entity/Q1009,Cameroon,1,Groupe kundè
http://www.wikidata.org/entity/Q106906185,http://www.wikidata.org/entity/Q100,Boston,0,Art yard
http://www.wikidata.org/entity/Q12009,http://www.wikidata.org/entity/Q227,Azerbaijan,30,Ell & Nikki
http://www.wikidata.org/entity/Q102396918,http://www.wikidata.org/entity/Q25279,Curaçao,1,Needles
http://www.wikidata.org/entity/Q222015,http://www.wikidata.org/entity/Q224,Croatia,35,2Cellos
http://www.wikidata.org/entity/Q114196,http://www.wikidata.org/entity/Q756617,Kingdom of Denmark,36,Olsen Brothers
http://www.wikidata.org/entity/Q56512037,http://www.wikidata.org/entity/Q1208,Brandenburg,0,San Franzernsdorf Soundsystem
http://www.wikidata.org/entity/Q223495,http://www.wikidata.org/entity/Q30,United States of America,191,The Carpenters
http://www.wikidata.org/entity/Q1200853,http://www.wikidata.org/entity/Q754,Trinidad and Tobago,2,Desperadoes Steel Orchestra
http://www.wikidata.org/entity/Q432211,http://www.wikidata.org/entity/Q843,Pakistan,6,Jal
http://www.wikidata.org/entity/Q449985,http://www.wikidata.org/entity/Q79,Egypt,13,Aly & Fila
http://www.wikidata.org/entity/Q105099773,http://www.wikidata.org/entity/Q34110,Oaxaca State,0,Banda Tierra Mojada
http://www.wikidata.org/entity/Q14561874,http://www.wikidata.org/entity/Q423,North Korea,27,Moranbong Band
http://www.wikidata.org/entity/Q60582604,http://www.wikidata.org/entity/Q711,Mongolia,27,The Hu
http://www.wikidata.org/entity/Q85281012,http://www.wikidata.org/entity/Q23666,Great Britain,1,Court Martial
http://www.wikidata.org/entity/Q1299,http://www.wikidata.org/entity/Q145,United Kingdom,219,The Beatles
http://www.wikidata.org/entity/Q107006059,http://www.wikidata.org/entity/Q42314,Channel Islands,0,Turquoise Days
http://www.wikidata.org/entity/Q483802,http://www.wikidata.org/entity/Q16,Canada,65,Nickelback
http://www.wikidata.org/entity/Q106946751,http://www.wikidata.org/entity/Q98745326,Bulgaria,1,Proffesional Folk Ensemble Strandza
http://www.wikidata.org/entity/Q396,http://www.wikidata.org/entity/Q27,Republic of Ireland,116,U2
http://www.wikidata.org/entity/Q61791975,http://www.wikidata.org/entity/Q585,Oslo,1,The Cannons
http://www.wikidata.org/entity/Q7551,http://www.wikidata.org/entity/Q159,Russia,73,Pussy Riot
http://www.wikidata.org/entity/Q27593,http://www.wikidata.org/entity/Q408,Australia,96,AC/DC
http://www.wikidata.org/entity/Q87202920,http://www.wikidata.org/entity/Q158928,Bushehr,0,rashen
http://www.wikidata.org/entity/Q106419049,http://www.wikidata.org/entity/Q60123,Chiapas,0,Temelotzi
http://www.wikidata.org/entity/Q57653434,http://www.wikidata.org/entity/Q148,People's Republic of China,36,Boy Story
http://www.wikidata.org/entity/Q5003756,http://www.wikidata.org/entity/Q334,Singapore,11,By2
http://www.wikidata.org/entity/Q23592670,http://www.wikidata.org/entity/Q928,Philippines,11,MNL48
http://www.wikidata.org/entity/Q107327410,http://www.wikidata.org/entity/Q80007,Tamaulipas State,0,Los Viejones de Linares
http://www.wikidata.org/entity/Q107353319,http://www.wikidata.org/entity/Q46422,Sonora,0,Los 2 Plebes y su tuba de oro
http://www.wikidata.org/entity/Q23592958,http://www.wikidata.org/entity/Q869,Thailand,17,BNK48
http://www.wikidata.org/entity/Q75788,http://www.wikidata.org/entity/Q39,Switzerland,40,Eluveitie
http://www.wikidata.org/entity/Q914074,http://www.wikidata.org/entity/Q45,Portugal,30,Moonspell
http://www.wikidata.org/entity/Q58207,http://www.wikidata.org/entity/Q20,Norway,60,Dimmu Borgir
http://www.wikidata.org/entity/Q533367,http://www.wikidata.org/entity/Q865,Taiwan,28,S.H.E
http://www.wikidata.org/entity/Q3773650,http://www.wikidata.org/entity/Q843,Pakistan,6,Noori
http://www.wikidata.org/entity/Q55117717,http://www.wikidata.org/entity/Q881,Vietnam,9,SGO48
http://www.wikidata.org/entity/Q185828,http://www.wikidata.org/entity/Q142,France,67,Daft Punk
http://www.wikidata.org/entity/Q548994,http://www.wikidata.org/entity/Q801,Israel,28,Infected Mushroom
http://www.wikidata.org/entity/Q868265,http://www.wikidata.org/entity/Q664,New Zealand,27,Flight of the Conchords
http://www.wikidata.org/entity/Q48635698,http://www.wikidata.org/entity/Q221,North Macedonia,24,Eye Cue
http://www.wikidata.org/entity/Q65032637,http://www.wikidata.org/entity/Q82112,State of Mexico,0,Gemeun
http://www.wikidata.org/entity/Q1371613,http://www.wikidata.org/entity/Q1246,Kosovo,4,Etno Engjujt
http://www.wikidata.org/entity/Q107011276,http://www.wikidata.org/entity/Q1020,Malawi,1,Madalitso Band
http://www.wikidata.org/entity/Q114196,http://www.wikidata.org/entity/Q35,Denmark,36,Olsen Brothers
http://www.wikidata.org/entity/Q59601557,http://www.wikidata.org/entity/Q533534,Cisleithania,0,Edi und Biedermann
http://www.wikidata.org/entity/Q910354,http://www.wikidata.org/entity/Q1183,Puerto Rico,21,Wisin & Yandel
http://www.wikidata.org/entity/Q56400672,http://www.wikidata.org/entity/Q234963,Catalan Countries,2,Crim
http://www.wikidata.org/entity/Q48948592,http://www.wikidata.org/entity/Q5481,Republic of Tatarstan,2,Grai
http://www.wikidata.org/entity/Q17073900,http://www.wikidata.org/entity/Q1037,Rwanda,2,Dream Boys
