0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"CountriesBy languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union","CountriesBy languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",Countries,Countries,"By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union","By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Endonyms,Countries and capitals in native languages,Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,
Countries,Countries,,,,,,,,,,,,,,,,
"By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union","By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Endonyms,Countries and capitals in native languages,Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,,,,,
By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,
Spoken,Countries by spoken languages,,,,,,,,,,,,,,,,
Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,,,,,
Endonyms,Countries and capitals in native languages,,,,,,,,,,,,,,,,
Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,,,,,,,,,,,,,,,
"LanguagesBy continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages","LanguagesBy continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages",Languages,Languages,"By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages","By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages",By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",By population,"By number of native speakers
By number of total speakers
Languages in censuses",By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",See also,"Lists of languages
Category:Languages"
Languages,Languages,,,,,,,,,,,,,,,,
"By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages","By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages",By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",By population,"By number of native speakers
By number of total speakers
Languages in censuses",By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",See also,"Lists of languages
Category:Languages",,,,
By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",,,,,,,,,,,,,,,,
By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",,,,,,,,,,,,,,,,
By population,"By number of native speakers
By number of total speakers
Languages in censuses",,,,,,,,,,,,,,,,
By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",,,,,,,,,,,,,,,,
Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",,,,,,,,,,,,,,,,
See also,"Lists of languages
Category:Languages",,,,,,,,,,,,,,,,
Countries,Countries,,,,,,,,,,,,,,,,
"By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union","By languagesSpoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil
Endonyms
Countries and capitals in native languages
Exonyms
Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Endonyms,Countries and capitals in native languages,Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,,,,,
By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,
Spoken,Countries by spoken languages,,,,,,,,,,,,,,,,
Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,,,,,
Endonyms,Countries and capitals in native languages,,,,,,,,,,,,,,,,
Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,,,,,,,,,,,,,,,
By languages,"Spoken
Countries by spoken languages
Official
Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",Spoken,Countries by spoken languages,Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,
Spoken,Countries by spoken languages,,,,,,,,,,,,,,,,
Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,,,,,
Endonyms,Countries and capitals in native languages,,,,,,,,,,,,,,,,
Exonyms,"Country names in various languages
AC
DI
JP
QZ
China
Germany
Iceland
India
Indonesia
Japan
Korea
Kosovo
Myanmar
Singapore
Sri Lanka
Vietnam
Languages of the European Union",,,,,,,,,,,,,,,,
Spoken,Countries by spoken languages,,,,,,,,,,,,,,,,
Official,"Countries by the number of recognized official languages
Arabic
Chinese
Dutch/Afrikaans
English
French
German
Hindustani
Italian
Malay
Persian
Portuguese
Romanian
Russian
Spanish
Tamil",,,,,,,,,,,,,,,,
Languages,Languages,,,,,,,,,,,,,,,,
"By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages","By continent
Africa
Americas
North
South
Asia
East
South
Europe
Oceania
By country
Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages
By population
By number of native speakers
By number of total speakers
Languages in censuses
By family
Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages
Language-basedgeopoliticalorganizations
Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)
See also
Lists of languages
Category:Languages",By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",By population,"By number of native speakers
By number of total speakers
Languages in censuses",By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",See also,"Lists of languages
Category:Languages",,,,
By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",,,,,,,,,,,,,,,,
By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",,,,,,,,,,,,,,,,
By population,"By number of native speakers
By number of total speakers
Languages in censuses",,,,,,,,,,,,,,,,
By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",,,,,,,,,,,,,,,,
Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",,,,,,,,,,,,,,,,
See also,"Lists of languages
Category:Languages",,,,,,,,,,,,,,,,
By continent,"Africa
Americas
North
South
Asia
East
South
Europe
Oceania",,,,,,,,,,,,,,,,
By country,"Official languages
by state
List of languages without official status
Countries by the number of recognized official languages
Languages by the number of countries in which they are recognized as an official language
Number of languages",,,,,,,,,,,,,,,,
By population,"By number of native speakers
By number of total speakers
Languages in censuses",,,,,,,,,,,,,,,,
By family,"Language families 
List of Afro-Asiatic languages
List of Austronesian languages
List of Indo-European languages
List of Mongolic languages
List of Tungusic languages
List of Turkic languages
List of Uralic languages",,,,,,,,,,,,,,,,
Language-basedgeopoliticalorganizations,"Arab League (Arabic)
Dutch Language Union (Dutch)
Commonwealth of Nations (English)
Francophonie (French)
Community of Portuguese Language Countries (Portuguese)
Paises Africanos de Lingua Oficial Portuguesa (Portuguese)
Latin Unionﾂ(Romance)
Hispanidad (Spanish)
Turkic Councilﾂ(Turkic)
International Organization of Turkic Cultureﾂ(Turkic)
Three Linguistic Spaces (French, Portuguese and Spanish)",,,,,,,,,,,,,,,,
See also,"Lists of languages
Category:Languages",,,,,,,,,,,,,,,,
