Unnamed: 0,0,1,2
137,Niger,147.0,Niamey
138,Mauritania,142.0,Nouakchott
139,Saudi Arabia,170.0,Riyadh
140,Mali,167.0,Bamako
141,Senegal,159.0,Dakar
142,Gambia,152.0,Banjul
143,Guinea,149.0,Conakry
144,Guinea-Bissau,155.0,Bissau
145,Liberia,147.0,Monrovia
146,Cape Verde,146.0,Praia
147,Syria,212.0,Damascus
148,Côte d’Ivoire,145.0,Yamoussoukro
149,Burkina Faso,155.0,Ouagadougou
150,Sierra Leone,145.0,Freetown
151,Nigeria,170.0,Abuja
152,Togo,145.0,Lomé
153,Benin,149.0,Porto-Novo
154,Jordan,175.0,Amman
155,Cameroon,149.0,Yaoundé
156,Equatorial Guinea,144.0,Malabo
157,Lebanon,194.0,Beirut
158,Gabon,147.0,Libreville
159,Oman,151.0,Muscat
160,Central African Republic,149.0,Bangui
161,Democratic Republic of the Congo,182.0,Kinshasa
162,Republic of the Congo,158.0,Brazzaville
163,Rwanda,148.0,Kigali
164,Qatar,169.0,Doha
165,Tanzania,143.0,Dodoma
166,Malawi,139.0,Lilongwe
167,Zambia,154.0,Lusaka
168,Mozambique,151.0,Maputo
169,Uganda,162.0,Kampala
170,Angola,163.0,Luanda
171,Comoros,135.0,Moroni
172,Eswatini,131.0,Mbabane
173,Lesotho,141.0,Maseru
174,Madagascar,153.0,Antananarivo
175,Botswana,151.0,Gaborone
176,Zimbabwe,156.0,Harare
177,Mauritius,140.0,Port Louis
178,São Tomé & Príncipe,132.0,São Tomé
179,Namibia,162.0,Windhoek
180,Seychelles,132.0,Victoria
181,Afghanistan,196.0,Kabul
183,South Korea,223.0,Seoul
184,Bhutan,155.0,Thimphu
185,Brunei,144.0,Bandar Seri Begawan
186,Laos,158.0,Vientiane
187,Maldives,141.0,Malé
188,Kyrgyzstan,169.0,Bishkek
189,Tajikistan,161.0,Dushanbe
190,Turkmenistan,165.0,Ashgabat
191,Haiti,139.0,Port-au-Prince
192,Jamaica,141.0,Kingston
193,Dominican Republic,134.0,Santo Domingo
194,Kuwait,155.0,Kuwait City
195,Sri Lanka,145.0,Colombo
196,Antigua & Barbuda,120.0,Saint John's
197,Dominica,113.0,Roseau
198,Myanmar,135.0,Naypyidaw
200,Grenada,115.0,St. George's
206,Burundi,81.0,Gitega
