Unnamed: 0,0,1,2
152,Armenia,6.0,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots
153,United Arab Emirates,4.0,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)"
154,Gambia,3.0,Stone Circles of Senegambia
155,Sudan,2.0,Archaeological Sites of the Island of Meroe
156,Fiji,2.0,Levuka Historical Port Town
157,Afghanistan,2.0,Cultural Landscape and Archaeological Remains of the Bamiyan Valley
158,Jamaica,1.0,Blue and John Crow Mountains
159,Luxembourg,1.0,City of Luxembourg its Old Quarters and Fortifications
160,Somalia,1.0,Q106185317
161,San Marino,0.0,San Marino Historic Centre and Mount Titano
162,Palau,0.0,Rock Islands Southern Lagoon
