Unnamed: 0,0,1,2
55,Estonia,49.0,Eurovision Song Contest 2002
56,Eswatini,4.0,2018 Swazi general election
57,Ethiopia,42.0,Ethiopian Airlines Flight 302
58,Fiji,12.0,2006 Fijian coup d'etat
59,Finland,58.0,Eurovision Song Contest 2007
60,France,101.0,November 2015 Paris attacks
61,Gabon,15.0,2019 Gabonese coup d'etat attempt
62,Gambia,13.0,ECOWAS military intervention in the Gambia
63,Georgia,44.0,Rose Revolution
64,Germany,62.0,Eurovision Song Contest 2011
65,Ghana,11.0,Allied Air Flight 111
66,Greece,54.0,Eurovision Song Contest 2006
67,Grenada,8.0,2018 Grenadian general election
68,Guinea,27.0,2021 Guinean coup d'etat
69,Guinea-Bissau,11.0,2022 Guinea-Bissau coup d'etat attempt
70,Guyana,35.0,2019 Amazon rainforest wildfires
71,Honduras,26.0,Hurricane Felix
72,Hungary,34.0,Ajka alumina plant accident
73,Indonesia,73.0,2004 Indian Ocean earthquake
74,Iran,48.0,Ukraine International Airlines Flight 752
75,Iraq,38.0,2020 Baghdad International Airport airstrike
76,Ireland,24.0,2011 UEFA Europa League Final
77,Israel,69.0,Eurovision Song Contest 2019
78,Italy,47.0,August 2016 Central Italy earthquake
79,Jamaica,12.0,American Airlines Flight 331
80,Japan,91.0,2011 Tﾅ・hoku earthquake and tsunami
81,Jordan,15.0,2005 Amman bombings
82,Kazakhstan,28.0,Bek Air Flight 2100
83,Kenya,73.0,2004 Indian Ocean earthquake
84,Kiribati,9.0,2016 Kiribati presidential election
86,Kuwait,22.0,Kuwait mosque bombing
87,Kyrgyzstan,32.0,2017 Turkish Airlines cargo plane crash
88,Laos,24.0,2011 Burma earthquake
89,Latvia,49.0,Eurovision Song Contest 2003
90,Lebanon,78.0,2020 Beirut explosions
91,Lesotho,9.0,2015 Lesotho general election
92,Liberia,13.0,2017 Liberian general election
93,Libya,40.0,2011 military intervention in Libya
94,Liechtenstein,13.0,2017 Liechtenstein general election
95,Lithuania,19.0,2019 Lithuanian presidential election
96,Luxembourg,46.0,2021 European floods
97,Madagascar,73.0,2004 Indian Ocean earthquake
98,Malawi,15.0,2020 Malawian presidential election
99,Malaysia,83.0,Malaysia Airlines Flight 17
100,Maldives,73.0,2004 Indian Ocean earthquake
101,Mali,36.0,Air Algerie Flight 5017
102,Malta,38.0,Junior Eurovision Song Contest 2014
103,Marshall Islands,4.0,2012 Marshallese presidential election
104,Micronesia,11.0,Air Niugini Flight 73
105,Namibia,17.0,LAM Mozambique Airlines Flight 470
106,New Zealand,73.0,Christchurch mosque shootings
107,Nicaragua,10.0,2021 Nicaraguan general election
108,Niger,15.0,2010 Nigerien coup d'etat
109,Nigeria,26.0,2014 Chibok kidnapping
110,North Korea,25.0,April 2018 inter-Korean summit
111,North Macedonia,20.0,2019 North Macedonian presidential election
112,Norway,79.0,2011 Norway attacks
113,Oman,23.0,"solar eclipse of December 26, 2019"
114,Pakistan,49.0,death of Osama bin Laden
115,Palau,8.0,2016 Palauan general election
116,Palestinian Territories,24.0,Gaza border protests
117,Panama,17.0,Miss Universe 2003
118,Papua New Guinea,18.0,Karkar Island
119,Paraguay,14.0,2017 Dakar Rally
120,Peru,35.0,2019 Amazon rainforest wildfires
121,Philippines,72.0,Malaysia Airlines Flight 370
122,Poland,49.0,Junior Eurovision Song Contest 2019
123,Portugal,79.0,Treaty of Lisbon
124,Qatar,27.0,2021 Qatar Grand Prix
125,Romania,46.0,2021 European floods
126,Russia,68.0,Chelyabinsk meteor
127,Rwanda,19.0,African Continental Free Trade Agreement
131,Samoa,12.0,2007 Pacific Games
132,San Marino,31.0,2006 San Marino Grand Prix
134,Saudi Arabia,45.0,Yemeni Civil War (2014・・present)
135,Senegal,26.0,2026 Summer Youth Olympics
136,Serbia,64.0,Eurovision Song Contest 2008
137,Seychelles,73.0,2004 Indian Ocean earthquake
138,Sierra Leone,17.0,2021 Sierra Leone oil tanker collision
139,Singapore,43.0,2018 North Korea・・United States Singapore Summit
140,Slovakia,24.0,2019 Slovak presidential election
141,Slovenia,15.0,2018 Slovenian parliamentary election
142,Solomon Islands,12.0,Cyclone Harold
143,Somalia,73.0,2004 Indian Ocean earthquake
144,South Africa,73.0,2004 Indian Ocean earthquake
145,South Korea,44.0,Anti-Counterfeiting Trade Agreement
146,South Sudan,39.0,South Sudanese independence referendum
147,Spain,59.0,"Catalan independence referendum, 2017"
148,Sri Lanka,73.0,2004 Indian Ocean earthquake
149,Sudan,55.0,Darfur conflict
150,Suriname,35.0,2019 Amazon rainforest wildfires
151,Sweden,69.0,Eurovision Song Contest 2016
152,Switzerland,46.0,2021 European floods
153,Syria,48.0,2015 Russian Sukhoi Su-24 shootdown
154,Taiwan,72.0,Malaysia Airlines Flight 370
155,Tajikistan,13.0,Kam Air Flight 904
156,Tanzania,73.0,2004 Indian Ocean earthquake
157,Thailand,73.0,2004 Indian Ocean earthquake
158,Timor-Leste,16.0,2017 East Timorese presidential election
159,Togo,11.0,2020 Togolese presidential election
160,Tonga,12.0,Cyclone Harold
161,Trinidad & Tobago,9.0,2020 Trinidad and Tobago general election
162,Tunisia,30.0,2015 Sousse attack
163,Turkey,76.0,2016 Turkish coup d'etat attempt
164,Turkmenistan,17.0,2017 Asian Indoor-Martial Arts Games
165,Tuvalu,8.0,Miss Earth 2003
166,Uganda,20.0,2018・・2020 Kivu Ebola epidemic
167,Ukraine,83.0,Malaysia Airlines Flight 17
168,United Arab Emirates,32.0,2009 Abu Dhabi Grand Prix
169,United Kingdom,120.0,Brexit
170,Uruguay,12.0,2014 Punta del Este ePrix
171,Uzbekistan,24.0,Andijan massacre
172,Vanuatu,12.0,Cyclone Harold
173,Vatican City,33.0,2013 papal conclave
174,Venezuela,35.0,2019 Amazon rainforest wildfires
175,Vietnam,72.0,Malaysia Airlines Flight 370
176,Yemen,45.0,Yemeni Civil War (2014・・present)
177,Zambia,13.0,2015 Zambian presidential election
178,Zimbabwe,34.0,2017 Zimbabwean coup d'etat attempt
179,Guatemala,16.0,2012 Guatemala earthquake
180,Haiti,79.0,2010 Haiti Earthquake
181,Iceland,22.0,2017 Icelandic parliamentary election
182,India,73.0,2004 Indian Ocean earthquake
183,Mauritania,16.0,2008 Dakar Rally
184,Mauritius,73.0,2004 Indian Ocean earthquake
185,Mexico,36.0,2017 Oaxaca and Chiapas Earthquake
186,Moldova,18.0,2020 Moldovan presidential election
187,Monaco,36.0,2008 Monaco Grand Prix
188,Mongolia,14.0,2017 Mongolian presidential election
189,Montenegro,16.0,2018 Montenegrin presidential election
190,Morocco,19.0,2013 FIFA Club World Cup Final
191,Mozambique,14.0,Islamist Insurgency in Mozambique
192,Myanmar,73.0,2004 Indian Ocean earthquake
193,Nauru,9.0,2019 Nauruan parliamentary election
194,Nepal,72.0,April 2015 Nepal earthquake
195,Netherlands,58.0,Eurovision Song Contest 2020
196,United States,150.0,September 11 attacks
